dataset,natoms,case,mode,op,cpu_time_total_us,device_time_total_us,self_cpu_time_total_us,count
qm9_hf,29,baseline,force_model,aten::mm,3361.468999999981,5199.638000000034,2267.7320000001,412
qm9_hf,29,baseline,force_model,forward,11273.167,4627.732000000009,829.7269999999942,32
qm9_hf,29,baseline,force_model,aten::tensordot,3256.1780000000035,3404.442000000003,411.8089999999945,199
qm9_hf,29,baseline,force_model,autograd::engine::evaluate_function: SliceBackward0,6437.362000000028,2625.033000000016,1020.6450000000023,404
qm9_hf,29,baseline,force_model,autograd::engine::evaluate_function: MulBackward0,5384.0689999999595,2584.1409999999432,997.837000000065,329
qm9_hf,29,baseline,force_model,aten::mul,6016.6820000000625,2388.3639999999796,3960.288000000032,1249
qm9_hf,29,baseline,force_model,ampere_sgemm_64x64_nn,0.0,2280.102,0.0,50
qm9_hf,29,baseline,force_model,autograd::engine::evaluate_function: MmBackward0,2441.2290000000376,1958.7530000000243,421.3680000000404,198
qm9_hf,29,baseline,force_model,MmBackward0,2006.640000000003,1953.9220000000332,194.71100000002662,198
qm9_hf,29,baseline,force_model,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",0.0,1866.5019999999286,0.0,835
qm9_hf,29,baseline,force_model,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",0.0,1705.8150000000023,0.0,597
qm9_hf,29,baseline,force_model,aten::add_,1539.3780000000388,1476.8150000000423,742.3450000000284,511
qm9_hf,29,baseline,force_model,aten::slice_backward,4285.32099999998,1450.3589999999913,408.6539999999568,404
qm9_hf,29,baseline,force_model,SliceBackward0,4431.420999999971,1450.3589999999913,146.09999999999127,404
qm9_hf,29,baseline,force_model,MulBackward0,2920.544999999969,1322.3919999999289,336.3869999999006,329
qm9_hf,29,baseline,force_model,aten::sum,1505.2859999999255,1273.302000000016,1012.344999999923,306
qm9_hf,29,baseline,force_model,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",0.0,1249.2060000000129,0.0,300
qm9_hf,29,baseline,force_model,aten::copy_,2737.963999999948,1148.8249999999825,1168.2089999999343,687
qm9_hf,29,baseline,force_model,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",0.0,1031.284999999976,0.0,603
qm9_hf,29,baseline,force_model,aten::fill_,1284.5620000000388,897.8719999999952,532.3870000000289,463
qm9_hf,29,baseline,force_model,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",0.0,896.0479999999951,0.0,459
qm9_hf,29,baseline,force_model,aten::zero_,1590.7870000000098,893.4559999999917,324.5659999999698,458
qm9_hf,29,baseline,force_model,aten::zeros,2321.0950000000958,858.9259999999974,254.07800000016323,417
qm9_hf,29,baseline,force_model,aten::einsum,3627.6240000000107,707.0269999999998,770.0960000000211,308
qm9_hf,29,baseline,force_model,ampere_sgemm_64x64_tn,0.0,604.075000000008,0.0,29
qm9_hf,29,baseline,force_model,ampere_sgemm_128x64_tn,0.0,595.914000000008,0.0,28
qm9_hf,29,baseline,force_model,aten::clone,1755.9180000000174,448.1379999999883,177.11599999997276,205
qm9_hf,29,baseline,force_model,aten::reshape,3622.867000000005,392.9399999999853,1213.5589999998397,2822
qm9_hf,29,baseline,force_model,ampere_sgemm_32x128_nn,0.0,379.9119999999971,0.0,70
qm9_hf,29,baseline,force_model,ampere_sgemm_32x128_tn,0.0,317.40899999999965,0.0,70
qm9_hf,29,baseline,force_model,autograd::engine::evaluate_function: PermuteBackward0,2623.236000000041,302.50299999998606,1306.3830000000835,893
qm9_hf,29,baseline,force_model,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float const*, float const*, float const*, float const*)",0.0,272.73800000001825,0.0,125
qm9_hf,29,baseline,force_model,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",0.0,268.642000000052,0.0,247
qm9_hf,29,baseline,force_model,aten::add,535.9059999999834,265.86499999997716,313.0509999999896,107
qm9_hf,29,baseline,force_model,aten::bmm,517.7560000000253,254.566999999995,385.14500000003227,78
qm9_hf,29,baseline,force_model,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",0.0,226.53199999999333,0.0,145
qm9_hf,29,baseline,force_model,ampere_sgemm_32x32_sliced1x4_tn,0.0,198.91700000000856,0.0,51
qm9_hf,29,baseline,force_model,aten::cat,431.92299999999705,194.24799999999937,345.6899999999853,43
qm9_hf,29,baseline,force_model,autograd::engine::evaluate_function: UnsqueezeBackward0,1723.4200000000674,181.72600000002058,783.6560000000281,455
qm9_hf,29,baseline,force_model,ampere_sgemm_128x128_nn,0.0,179.5899999999965,0.0,20
qm9_hf,29,baseline,force_model,"void at::native::(anonymous namespace)::CatArrayBatchedCopy_aligned16_contig<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 2, 128, 1>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",0.0,168.67899999999668,0.0,32
qm9_hf,29,baseline,force_model,ampere_sgemm_32x32_sliced1x4_nn,0.0,164.54600000000005,0.0,43
qm9_hf,29,baseline,force_model,BmmBackward0,379.3749999999891,143.26899999999296,42.06399999999485,30
