dataset,baseline_mean_ms,baseline_std_ms,proposal_mean_ms,proposal_std_ms,speedup_baseline_over_proposal
md22_double_walled_nanotube,367.5731080118567,0.1821069569476674,363.9639908991133,0.44406360575972476,1.0099161378680008
