system,baseline_forward_total_ms,geometry_only_forward_total_ms,pair_expand_ms,pair_weight_expand_ms,pair_geometry_ms
bulk_large,2.9971545174097023,3.1065175853048763,0.038609622667232904,0.0362195617829759,0.1939009797448912
bulk_small,2.940041323502858,3.0470838226998844,0.038093064601222595,0.033816322684288,0.186736889493962
dimer_small,2.8304812343170247,2.918188956876596,0.037173693999648,0.0316582076872388,0.1728921818236509
