system,case,pair_metadata_total_ms_mean,pair_metadata_total_ms_std,compute_total_ms_mean,compute_total_ms_std
bulk_large,baseline,0.0,0.0,180.4059580333333,7.989441404654911
bulk_large,geometry_only_legacy,4.635593666666667,0.0539069973299054,175.24789266666667,5.417489986326148
bulk_large,geometry_only_upstream,0.3218697666666666,0.0293416562888202,173.15331123333334,9.627615304313682
bulk_small,baseline,0.0,0.0,186.6866763,13.058477580026672
bulk_small,geometry_only_legacy,0.4405441,0.0113553748760603,167.67322766666666,6.978733649580814
bulk_small,geometry_only_upstream,0.1000091333333333,0.0053956410934378,169.7932695,10.671772751925811
