dataset,sample_id,modal,natoms,case,n_repeat,repeat_idx,resolved_policy,energy,num_edges_runtime,edge_embedding.edge_length_norm_ms,edge_embedding.radial_basis_ms,edge_embedding.cutoff_ms,edge_embedding.radial_combine_ms,edge_embedding.spherical_harmonics_ms,top_input_embedding_ms,top_interaction_other_ms,0_convolution.weight_nn_ms,0_convolution.edge_src_gather_ms,0_convolution.message_tp_ms,0_convolution.aggregation_ms,0_convolution.denominator_ms,0_convolution.total_ms,1_convolution.weight_nn_ms,1_convolution.edge_src_gather_ms,1_convolution.message_tp_ms,1_convolution.aggregation_ms,1_convolution.denominator_ms,1_convolution.total_ms,2_convolution.weight_nn_ms,2_convolution.edge_src_gather_ms,2_convolution.message_tp_ms,2_convolution.aggregation_ms,2_convolution.denominator_ms,2_convolution.total_ms,3_convolution.weight_nn_ms,3_convolution.edge_src_gather_ms,3_convolution.message_tp_ms,3_convolution.aggregation_ms,3_convolution.denominator_ms,3_convolution.total_ms,4_convolution.weight_nn_ms,4_convolution.edge_src_gather_ms,4_convolution.message_tp_ms,4_convolution.aggregation_ms,4_convolution.denominator_ms,4_convolution.total_ms,top_readout_ms,top_force_output_ms,model_total_ms,0_convolution.fused_convolution_ms,1_convolution.fused_convolution_ms,2_convolution.fused_convolution_ms,3_convolution.fused_convolution_ms,4_convolution.fused_convolution_ms,edge_embedding.pair_vec_select_ms,edge_embedding.edge_length_expand_ms,edge_embedding.edge_embedding_expand_ms,edge_embedding.edge_attr_expand_ms,edge_embedding.reverse_sign_ms,edge_embedding.edge_attr_sign_apply_ms,0_convolution.forward_src_index_ms,0_convolution.forward_dst_index_ms,0_convolution.forward_src_gather_ms,0_convolution.forward_filter_gather_ms,0_convolution.forward_message_tp_ms,0_convolution.forward_aggregation_ms,0_convolution.reverse_src_index_ms,0_convolution.reverse_dst_index_ms,0_convolution.reverse_src_gather_ms,0_convolution.reverse_filter_gather_ms,0_convolution.reverse_weight_select_ms,0_convolution.reverse_message_tp_ms,0_convolution.reverse_aggregation_ms,1_convolution.forward_src_index_ms,1_convolution.forward_dst_index_ms,1_convolution.forward_src_gather_ms,1_convolution.forward_filter_gather_ms,1_convolution.forward_message_tp_ms,1_convolution.forward_aggregation_ms,1_convolution.reverse_src_index_ms,1_convolution.reverse_dst_index_ms,1_convolution.reverse_src_gather_ms,1_convolution.reverse_filter_gather_ms,1_convolution.reverse_weight_select_ms,1_convolution.reverse_message_tp_ms,1_convolution.reverse_aggregation_ms,2_convolution.forward_src_index_ms,2_convolution.forward_dst_index_ms,2_convolution.forward_src_gather_ms,2_convolution.forward_filter_gather_ms,2_convolution.forward_message_tp_ms,2_convolution.forward_aggregation_ms,2_convolution.reverse_src_index_ms,2_convolution.reverse_dst_index_ms,2_convolution.reverse_src_gather_ms,2_convolution.reverse_filter_gather_ms,2_convolution.reverse_weight_select_ms,2_convolution.reverse_message_tp_ms,2_convolution.reverse_aggregation_ms,3_convolution.forward_src_index_ms,3_convolution.forward_dst_index_ms,3_convolution.forward_src_gather_ms,3_convolution.forward_filter_gather_ms,3_convolution.forward_message_tp_ms,3_convolution.forward_aggregation_ms,3_convolution.reverse_src_index_ms,3_convolution.reverse_dst_index_ms,3_convolution.reverse_src_gather_ms,3_convolution.reverse_filter_gather_ms,3_convolution.reverse_weight_select_ms,3_convolution.reverse_message_tp_ms,3_convolution.reverse_aggregation_ms,4_convolution.forward_src_index_ms,4_convolution.forward_dst_index_ms,4_convolution.forward_src_gather_ms,4_convolution.forward_filter_gather_ms,4_convolution.forward_message_tp_ms,4_convolution.forward_aggregation_ms,4_convolution.reverse_src_index_ms,4_convolution.reverse_dst_index_ms,4_convolution.reverse_src_gather_ms,4_convolution.reverse_filter_gather_ms,4_convolution.reverse_weight_select_ms,4_convolution.reverse_message_tp_ms,4_convolution.reverse_aggregation_ms,0_convolution.weight_expand_ms,1_convolution.weight_expand_ms,2_convolution.weight_expand_ms,3_convolution.weight_expand_ms,4_convolution.weight_expand_ms
omol25_train_4m,OMol25_train_4M_data0016_18415,omol25_low,350,e3nn_baseline,5,0,baseline,-292497.6875,19152,0.02839416265487671,0.04595518112182617,0.09818095713853836,0.010227086022496223,0.33081695437431335,1.1343241203576326,61.841505812481046,0.13095117174088955,0.03036600537598133,3.3199910540133715,0.2449341118335724,0.012065982446074486,3.7997469771653414,0.2194228582084179,0.0855450052767992,17.372166039422154,0.7405260112136602,0.0206739641726017,18.49654014222324,0.31124986708164215,0.14198198914527893,31.56567900441587,1.2322429101914167,0.029963208362460136,33.33828621543944,0.4086550325155258,0.15232502482831478,33.54231803677976,1.4087918680161238,0.03316393122076988,35.602028016000986,0.110971974208951,0.08268305100500584,3.074831096455455,0.058366917073726654,0.010825926437973976,3.393070073798299,2.8062700293958187,252.1719140931964,413.69240917265415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omol25_train_4m,OMol25_train_4M_data0016_18415,omol25_low,350,e3nn_baseline,5,1,baseline,-292497.6875,19152,0.027342932298779488,0.044740037992596626,0.09202188812196255,0.009113922715187073,0.30994508415460587,1.0176056530326605,61.447870917618275,0.13086805120110512,0.028243055567145348,3.2692630775272846,0.2433729823678732,0.011860858649015427,3.7417099811136723,0.21922891028225422,0.08687097579240799,17.356815049424767,0.7423970382660627,0.020724954083561897,18.48211488686502,0.31696492806077003,0.14027999714016914,31.55660186894238,1.23737589456141,0.03026006743311882,33.33988995291293,0.40693115442991257,0.1531199086457491,33.30292087048292,1.4109041076153517,0.033153919503092766,35.36484204232693,0.10561197996139526,0.0828250776976347,3.0409549362957478,0.059592071920633316,0.010871095582842827,3.3570940140634775,2.816653810441494,252.2253559436649,412.8541760146618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omol25_train_4m,OMol25_train_4M_data0016_18415,omol25_low,350,e3nn_baseline,5,2,baseline,-292497.6875,19152,0.026191119104623795,0.042354920879006386,0.09139394387602806,0.013355864211916924,0.33972784876823425,1.0195740032941103,61.5836747456342,0.12755906209349632,0.031278934329748154,3.2752619590610266,0.2438100054860115,0.01199403777718544,3.748185932636261,0.22180797532200813,0.08562998846173286,17.388076055794954,0.7391618564724922,0.021042069420218468,18.515727017074823,0.3188198897987604,0.14156708493828773,31.651851953938603,1.2343721464276314,0.029691029340028763,33.43563782982528,0.41033700108528137,0.15431316569447517,33.36747013963759,1.4064258430153131,0.03306102007627487,35.43477016501129,0.11196010746061802,0.08312403224408627,3.06213297881186,0.058142002671957016,0.010696938261389732,3.3845321740955114,2.7952645905315876,252.42389691993594,413.433255860582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omol25_train_4m,OMol25_train_4M_data0016_18415,omol25_low,350,e3nn_baseline,5,3,baseline,-292497.6875,19152,0.02856506034731865,0.04832795821130276,0.10398891754448414,0.009996118023991585,0.33611198887228966,1.1055187787860632,61.62406434305012,0.13023195788264275,0.028487062081694603,3.242033999413252,0.24383398704230785,0.012335134670138359,3.717218991369009,0.2188030630350113,0.08709193207323551,17.30534015223384,0.7394358981400728,0.020813895389437675,18.42927699908614,0.3196930047124624,0.1378620509058237,31.49963985197246,1.2321718968451023,0.030453084036707878,33.27906201593578,0.40893396362662315,0.1542060635983944,33.46952795982361,1.437562983483076,0.03340886905789375,35.56134179234505,0.11141505092382431,0.08134590461850166,3.0552458483725786,0.06977887824177742,0.010316958650946617,3.385484917089343,2.8120349161326885,252.3501729592681,413.39644603431225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omol25_train_4m,OMol25_train_4M_data0016_18415,omol25_low,350,e3nn_baseline,5,4,baseline,-292497.6875,19152,0.02701696939766407,0.04408811219036579,0.09324192069470882,0.009112991392612457,0.3121539484709501,1.0167609434574842,61.61405541934073,0.13076188042759895,0.029934104532003403,3.2873849850147963,0.2435501664876938,0.01264386810362339,3.7656889762729406,0.22235698997974396,0.08789286948740482,17.36691500991583,0.7403159979730844,0.021134037524461746,18.500983016565442,0.3190930001437664,0.14259200543165207,31.65419795550406,1.2298838701099157,0.030573923140764236,33.43427088111639,0.41324389167129993,0.1560961827635765,33.282049000263214,1.4092910569161177,0.03337208181619644,35.35289107821882,0.11320086196064949,0.08146208710968494,3.1076399609446526,0.05732499994337559,0.010825926437973976,3.429194912314415,2.7817420195788145,252.4297998752445,413.3932520635426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omol25_train_4m,OMol25_train_4M_data0016_18415,omol25_low,350,flash_baseline,5,0,baseline,-292497.6875,19152,0.034804921597242355,0.05838111974298954,0.12271711602807045,0.010467134416103363,0.40213088504970074,1.2552621774375439,66.25134591013193,0.15999493189156055,,,,0.013808952644467354,0.5635418929159641,0.24597207084298134,,,,0.020314939320087433,1.2118399608880281,0.353178009390831,,,,0.029744114726781845,1.9408559892326593,0.46797399409115314,,,,0.04125596024096012,2.2193710319697857,0.14247489161789417,,,,0.01485506072640419,0.6171539425849915,3.402888774871826,20.201649982482195,99.00660300627351,0.3275088965892792,0.8809720166027546,1.4867028221488,1.6288801562041044,0.3900399897247553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omol25_train_4m,OMol25_train_4M_data0016_18415,omol25_low,350,flash_baseline,5,1,baseline,-292497.6875,19152,0.028823036700487137,0.04834495484828949,0.09683007374405861,0.010418938472867012,0.3218851052224636,1.1162040755152702,61.072288546711206,0.12805289588868618,,,,0.012536067515611649,0.43581798672676086,0.22042589262127876,,,,0.017798040062189102,1.1089399922639132,0.3164729569107294,,,,0.027016038075089455,1.803027931600809,0.40765199810266495,,,,0.03190012648701668,2.040729159489274,0.10411813855171204,,,,0.011663883924484253,0.39083301089704037,2.803629031404853,16.87383698299527,88.72016798704863,0.2405878622084856,0.8199459407478571,1.406955998390913,1.5489000361412764,0.2253320999443531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omol25_train_4m,OMol25_train_4M_data0016_18415,omol25_low,350,flash_baseline,5,2,baseline,-292497.6875,19152,0.02440018579363823,0.0431649386882782,0.0876809936016798,0.008865026757121086,0.2952280919998884,0.987436156719923,60.80004037357867,0.12736418284475803,,,,0.01264200545847416,0.4471039865165949,0.2166100312024355,,,,0.01819687895476818,1.1055748909711838,0.3128459211438894,,,,0.02684001810848713,1.7987398896366358,0.4093840252608061,,,,0.03183307126164436,2.0394520834088326,0.11053914204239845,,,,0.011497875675559044,0.39946287870407104,2.8197476640343666,16.834517009556293,88.25206197798252,0.25329203344881535,0.8176770061254501,1.4078309759497643,1.5449749771505594,0.22600009106099606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omol25_train_4m,OMol25_train_4M_data0016_18415,omol25_low,350,flash_baseline,5,3,baseline,-292497.6875,19152,0.02781790681183338,0.04634796641767025,0.0956470612436533,0.010010087862610817,0.3233070019632578,1.099729910492897,61.10666529275477,0.12681493535637856,,,,0.012364936992526054,0.4377630539238453,0.22048386745154858,,,,0.018304912373423576,1.1217319406569004,0.3143409267067909,,,,0.02707703970372677,1.7990320920944214,0.4076820332556963,,,,0.03032013773918152,2.036788035184145,0.10613701306283474,,,,0.011824071407318115,0.39765588007867336,2.8098723851144314,16.96098200045526,88.84541504085064,0.24392292834818363,0.8302410133183002,1.4057601802051067,1.5475440304726362,0.22750510834157467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omol25_train_4m,OMol25_train_4M_data0016_18415,omol25_low,350,flash_baseline,5,4,baseline,-292497.6875,19152,0.02547004260122776,0.0417330302298069,0.08882791735231876,0.008923932909965515,0.3032330423593521,1.0089019779115915,61.13683618605137,0.12660608626902103,,,,0.012837816029787064,0.4400701727718115,0.21889782510697842,,,,0.019381055608391762,1.11293513327837,0.3166759852319956,,,,0.027347123250365257,1.8081518355756998,0.41042803786695004,,,,0.032115960493683815,2.0507180597633123,0.10720104910433292,,,,0.01178099773824215,0.3896558191627264,2.819594694301486,16.89739106222987,88.71109085157514,0.24578790180385113,0.8224959019571543,1.41211599111557,1.5556649304926395,0.21832995116710663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
