dataset,baseline_mean_ms,baseline_std_ms,proposal_mean_ms,proposal_std_ms,speedup_baseline_over_proposal
phonondb_pbe,29.368734592571855,0.18417747727849418,47.74914663285017,0.2894805130228878,0.6150630254901127
