graph_name,lmax,baseline_sh_mean_ms,pair_sh_kernel_only_mean_ms,sh_kernel_only_speedup_x,pair_sh_mean_ms,sh_speedup_x,baseline_edge_embedding_mean_ms,pair_edge_embedding_mean_ms,edge_embedding_speedup_x
large_nacl_10x10x10,1,0.040648639723658564,0.04016351960599422,1.0120786256389727,0.05798240020871162,0.7010513462247338,0.1117200005799532,0.1801270405948162,0.6202289240473333
large_nacl_10x10x10,2,0.0834230387210846,0.08163807898759842,1.0218643034674706,0.09991104058921337,0.8349731744270428,0.15411072120070457,0.22076319977641107,0.6980815704645877
large_nacl_10x10x10,3,0.14704672038555144,0.14125663951039313,1.0409897962688848,0.15550144106149674,0.9456293098106938,0.21893343955278396,0.28044416040182113,0.7806667795795625
large_nacl_10x10x10,4,0.3370755180716515,0.3236102405190468,1.0416095533040222,0.3455753603577614,0.9754037953478213,0.41054463922977447,0.47412351906299594,0.8659022864782756
small_benzene,1,0.04014463968575001,0.039606079421937467,1.013597919099113,0.05734848011285067,0.7000122689695203,0.11077343985438347,0.1717369605600834,0.6450180525678315
small_benzene,2,0.07993183873593807,0.07891967952251434,1.0128251814952565,0.09780064113438129,0.817293606757742,0.15327456086874008,0.21999616011977197,0.6967147098626321
small_benzene,3,0.14182687908411026,0.14340031936764716,0.9890276375221806,0.16059647902846336,0.8831257070024153,0.21644448071718217,0.281791680753231,0.7681010317218189
small_benzene,4,0.32678240090608596,0.32987008154392244,0.9906397069313321,0.3445052805542946,0.9485555646064605,0.3953964802622795,0.46757120013236997,0.8456390815994277
