dataset,sample_id,modal,natoms,case,repeat_idx_mean,edge_length_norm_ms_mean,edge_length_norm_ms_load_mean,radial_basis_ms_mean,radial_basis_ms_load_mean,cutoff_ms_mean,cutoff_ms_load_mean,radial_combine_ms_mean,radial_combine_ms_load_mean,spherical_harmonics_ms_mean,spherical_harmonics_ms_load_mean,pair_expand_ms_mean,pair_expand_ms_load_mean,conv_weight_nn_ms_mean,conv_weight_nn_ms_load_mean,pair_indexing_ms_mean,pair_indexing_ms_load_mean,conv_src_gather_ms_mean,conv_src_gather_ms_load_mean,conv_filter_gather_ms_mean,conv_filter_gather_ms_load_mean,conv_message_tp_ms_mean,conv_message_tp_ms_load_mean,flash_fused_conv_ms_mean,flash_fused_conv_ms_load_mean,conv_aggregation_ms_mean,conv_aggregation_ms_load_mean,conv_denominator_ms_mean,conv_denominator_ms_load_mean,top_input_embedding_ms_mean,top_input_embedding_ms_load_mean,top_interaction_other_ms_mean,top_interaction_other_ms_load_mean,top_readout_ms_mean,top_readout_ms_load_mean,top_force_output_ms_mean,top_force_output_ms_load_mean,model_total_ms_mean,model_total_ms_load_mean,other_ms_mean,other_ms_load_mean,repeat_idx_std,edge_length_norm_ms_std,edge_length_norm_ms_load_std,radial_basis_ms_std,radial_basis_ms_load_std,cutoff_ms_std,cutoff_ms_load_std,radial_combine_ms_std,radial_combine_ms_load_std,spherical_harmonics_ms_std,spherical_harmonics_ms_load_std,pair_expand_ms_std,pair_expand_ms_load_std,conv_weight_nn_ms_std,conv_weight_nn_ms_load_std,pair_indexing_ms_std,pair_indexing_ms_load_std,conv_src_gather_ms_std,conv_src_gather_ms_load_std,conv_filter_gather_ms_std,conv_filter_gather_ms_load_std,conv_message_tp_ms_std,conv_message_tp_ms_load_std,flash_fused_conv_ms_std,flash_fused_conv_ms_load_std,conv_aggregation_ms_std,conv_aggregation_ms_load_std,conv_denominator_ms_std,conv_denominator_ms_load_std,top_input_embedding_ms_std,top_input_embedding_ms_load_std,top_interaction_other_ms_std,top_interaction_other_ms_load_std,top_readout_ms_std,top_readout_ms_load_std,top_force_output_ms_std,top_force_output_ms_load_std,model_total_ms_std,model_total_ms_load_std,other_ms_std,other_ms_load_std
md22_at_at_cg_cg,md22_AT-AT-CG-CG_3798,spice,118,e3nn_baseline,2.0,0.024787429720163345,3740.0,0.04143044352531433,3740.0,0.0894057098776102,3740.0,0.009161792695522308,29920.0,0.3176333848387003,3740.0,0.0,0.0,0.5798289552330971,18700.0,0.0,0.0,0.15010060742497444,18700.0,0.0,0.0,64.73694816231728,18700.0,0.0,0.0,0.9710108395665884,18700.0,0.0668579712510109,0.0,1.0417086072266102,0.0,60.83237095735967,0.0,2.7962941210716963,0.0,45.90520947240293,0.0,178.4403918311,0.0,66.79691653698683,0.0,1.4142135623730951,0.0011106825636916686,0.0,0.0021539061723550826,0.0,0.004182768329442241,0.0,0.0005270194440539123,0.0,0.021696247860356323,0.0,0.0,0.0,0.0015161745778247988,0.0,0.0,0.0,0.001528864272781624,0.0,0.0,0.0,0.23667722821968806,0.0,0.0,0.0,0.018512620676938193,0.0,0.002614739381156947,0.0,0.05959669484053791,0.0,0.10895838069360136,0.0,0.007760474095625374,0.0,0.15668556708350728,0.0,0.2537689772011978,0.0,0.23678387449922397,0.0
md22_at_at_cg_cg,md22_AT-AT-CG-CG_3798,spice,118,e3nn_pair_full,2.0,0.02126358449459076,1870.0,0.04139300435781479,1870.0,0.08993460796773434,1870.0,0.009397603571414948,14960.0,0.3103103954344988,1870.0,0.0920519232749939,132770.0,0.5207365844398737,9350.0,0.33481973223388195,46750.0,0.16504349187016487,18700.0,0.0824150163680315,18700.0,9.376957593485713,18700.0,0.0,0.0,1.120151998475194,18700.0,0.05885451100766659,0.0,1.4518768526613712,0.0,62.83334004692733,0.0,2.822010265663266,0.0,40.3173309750855,0.0,121.18205381557345,0.0,12.50730948522687,0.0,1.4142135623730951,0.0007113268678257982,0.0,0.001814877459270804,0.0,0.0039712630003763605,0.0,0.0005352157895957123,0.0,0.014506497802428076,0.0,0.01588163347216762,0.0,0.01232593974909479,0.0,0.002421093844574605,0.0,0.007651348423820743,0.0,0.00048148697975924345,0.0,0.024523396866839933,0.0,0.0,0.0,0.003515821228173121,0.0,0.0016651484976607112,0.0,0.1609417476881088,0.0,0.10887257208455574,0.0,0.03293965665052518,0.0,0.11559887251361278,0.0,0.35960703024349305,0.0,0.022395317036044252,0.0
md22_at_at_cg_cg,md22_AT-AT-CG-CG_3798,spice,118,flash_baseline,2.0,0.023228907957673073,3740.0,0.03917897120118141,3740.0,0.08412664756178856,3740.0,0.008814968168735504,29920.0,0.28841737657785416,3740.0,0.0,0.0,0.5854745395481586,18700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.434661727398634,18700.0,0.0,0.0,0.06457963027060032,0.0,0.9904844686388969,0.0,60.13964405283332,0.0,2.800834598019719,0.0,15.323267690837383,0.0,82.60526112280786,0.0,2.3499527014791965,0.0,1.4142135623730951,0.0009456163776907544,0.0,0.002055765663493655,0.0,0.005672846272433604,0.0,0.0005429813684053338,0.0,0.012291308508586764,0.0,0.0,0.0,0.033671112626929976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01636880836908874,0.0,0.0,0.0,0.0009142952025185673,0.0,0.06654061346456087,0.0,0.10597945043314214,0.0,0.017824235046328848,0.0,0.054161172916616374,0.0,0.22078929605691913,0.0,0.03304467872547738,0.0
md22_at_at_cg_cg,md22_AT-AT-CG-CG_3798,spice,118,flash_pair_auto,2.0,0.019428227096796036,1870.0,0.03932276740670204,1870.0,0.08468334563076496,1870.0,0.008841138333082199,14960.0,0.29072542674839497,1870.0,0.0803251750767231,132770.0,0.5946419201791286,9350.0,0.30079404823482037,18700.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4157479163259268,18700.0,0.0,0.0,0.06848922930657864,0.0,1.0654560290277004,0.0,60.62543857842684,0.0,2.7890092693269253,0.0,15.518363984301686,0.0,83.8861315511167,0.0,2.737519098445773,0.0,1.4142135623730951,0.0006296204457595267,0.0,0.0013002763611853613,0.0,0.004440179288918621,0.0,0.0003615536677183211,0.0,0.009333929915244218,0.0,0.0036851619125905627,0.0,0.004458634915617028,0.0,0.0009349429182646828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010208679093237713,0.0,0.0,0.0,0.0029355217119048332,0.0,0.04958900805442396,0.0,0.10949120173983057,0.0,0.009717695323505185,0.0,0.07141474593515344,0.0,0.21510770970246706,0.0,0.01976085961201642,0.0
md22_buckyball_catcher,md22_buckyball-catcher_1114,spice,148,e3nn_baseline,2.0,0.02556806430220604,6872.0,0.04278304986655712,6872.0,0.09045824408531189,6872.0,0.009654602035880089,54976.0,0.3183575812727213,6872.0,0.0,0.0,0.6727911066263914,34360.0,0.0,0.0,0.22501167841255665,34360.0,0.0,0.0,68.77651056274772,34360.0,0.0,0.0,1.505634794011712,34360.0,0.07323971949517727,0.0,1.072261855006218,0.0,61.04731862433255,0.0,2.8094529639929533,0.0,89.37414698302746,0.0,226.93520244210958,0.0,71.54590408317745,0.0,1.4142135623730951,0.001109059154210646,0.0,0.001722920732376036,0.0,0.005618221352255075,0.0,0.0005176289989999996,0.0,0.019923846386432457,0.0,0.0,0.0,0.009156857813076312,0.0,0.0,0.0,0.005996278523161943,0.0,0.0,0.0,0.24568489392004914,0.0,0.0,0.0,0.005260318794351953,0.0,0.0010745148623467536,0.0,0.07777035573669368,0.0,0.3715232293335228,0.0,0.017090186772700834,0.0,0.19051972667910072,0.0,0.5641142194792964,0.0,0.24830118301453508,0.0
md22_buckyball_catcher,md22_buckyball-catcher_1114,spice,148,e3nn_pair_full,2.0,0.02276538871228695,3436.0,0.0434147659689188,3436.0,0.09175618179142475,3436.0,0.009588757529854774,27488.0,0.330930994823575,3436.0,0.09841145947575569,243956.0,0.6268424913287163,17180.0,0.44454196467995644,85900.0,0.22390251979231834,34360.0,0.08623623289167881,34360.0,13.629426341503859,34360.0,0.0,0.0,1.8076542764902115,34360.0,0.06088786758482456,0.0,1.7902905121445656,0.0,62.99897665157914,0.0,2.8014509472995996,0.0,78.68327121250331,0.0,165.3269958216697,0.0,17.743075732141733,0.0,1.4142135623730951,0.0022897648159861395,0.0,0.0018958314959424377,0.0,0.0033837927685993045,0.0,0.0005629303129591756,0.0,0.030572094749535986,0.0,0.018864071139979628,0.0,0.05575296133771241,0.0,0.0035573123268902865,0.0,0.0009638350870460214,0.0,0.000618626479229268,0.0,0.05181782175537789,0.0,0.0,0.0,0.006881315093954898,0.0,0.0007884594820377243,0.0,0.06151598042469304,0.0,0.3411552881488929,0.0,0.015787078913274324,0.0,0.1346391238996313,0.0,0.3531980525728463,0.0,0.0714436300196534,0.0
md22_buckyball_catcher,md22_buckyball-catcher_1114,spice,148,flash_baseline,2.0,0.025227805599570274,6872.0,0.04370217211544514,6872.0,0.09234300814568996,6872.0,0.009916489943861961,54976.0,0.31572659499943256,6872.0,0.0,0.0,0.6570738274604082,34360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9795121159404516,34360.0,0.0,0.0,0.06897752173244953,0.0,1.077025942504406,0.0,60.22825427353382,0.0,2.8177314437925816,0.0,15.330358920618892,0.0,83.46405639313161,0.0,2.963180933147669,0.0,1.4142135623730951,0.00036166349455222385,0.0,0.000868466460474714,0.0,0.005346126270789608,0.0,0.0001824754820460573,0.0,0.00826705656042345,0.0,0.0,0.0,0.004614257051686626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004159052838435549,0.0,0.0,0.0,0.001852374089164824,0.0,0.012519707383898257,0.0,0.15316072539067468,0.0,0.030324226079929132,0.0,0.09008096441159305,0.0,0.08579228750844956,0.0,0.009589840750165777,0.0
md22_buckyball_catcher,md22_buckyball-catcher_1114,spice,148,flash_pair_auto,2.0,0.020222133025527,3436.0,0.04267641343176365,3436.0,0.08734804578125477,3436.0,0.009369058534502983,27488.0,0.29914737679064274,3436.0,0.08227620273828506,243956.0,0.6577480584383011,17180.0,0.5058398004621267,34360.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9883979577571154,34360.0,0.0,0.0,0.07192431949079037,0.0,1.0538924019783735,0.0,60.50848946906626,0.0,2.8029168490320444,0.0,15.459340810775757,0.0,84.56849320791662,0.0,3.5738243255764246,0.0,1.4142135623730951,0.0007341777562370887,0.0,0.00046461674112283844,0.0,0.003583740318692995,0.0,0.00039449612269551443,0.0,0.00706027552497824,0.0,0.0033305688993635813,0.0,0.045830758968048425,0.0,0.0018903959695926076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015525747709580994,0.0,0.0,0.0,0.0017967812797691268,0.0,0.031231819774037148,0.0,0.09755337749091694,0.0,0.014877874430717444,0.0,0.12535601752053563,0.0,0.1357345701569779,0.0,0.049726322191103706,0.0
md22_dha,md22_DHA_45597,spice,56,e3nn_baseline,2.0,0.02456200309097767,1406.0,0.039032986387610435,1406.0,0.08363421075046062,1406.0,0.00855717808008194,11248.0,0.2851012162864208,1406.0,0.0,0.0,0.4843721631914377,7030.0,0.0,0.0,0.09554652497172356,7030.0,0.0,0.0,62.01598979532719,7030.0,0.0,0.0,0.44058174826204777,7030.0,0.058034760877490044,0.0,0.9543168358504772,0.0,60.7312323525548,0.0,2.813656022772193,0.0,27.664115792140365,0.0,156.5494156908244,0.0,63.381193252280354,0.0,1.4142135623730951,0.002260182104676401,0.0,0.0005789873466224938,0.0,0.0034616385841862852,0.0,0.00024979060223947347,0.0,0.006021044404522648,0.0,0.0,0.0,0.005487149633040117,0.0,0.0,0.0,0.0022963372885734263,0.0,0.0,0.0,0.26529831190605363,0.0,0.0,0.0,0.006671668695942952,0.0,0.005050619302857153,0.0,0.008487013130803061,0.0,0.10512134135883543,0.0,0.03145565450411506,0.0,0.08289173072059428,0.0,0.27403627391940405,0.0,0.26955692203447934,0.0
md22_dha,md22_DHA_45597,spice,56,e3nn_pair_full,2.0,0.019573746249079704,703.0,0.039197225123643875,703.0,0.08434276096522808,703.0,0.008695432916283607,5624.0,0.2965634223073721,703.0,0.07622935809195042,49913.0,0.481999758630991,3515.0,0.28393627144396305,17575.0,0.12250710278749466,7030.0,0.08164779283106327,7030.0,8.10415898449719,7030.0,0.0,0.0,0.5558816250413656,7030.0,0.052104657515883446,0.0,0.9762503672391176,0.0,61.127419816330075,0.0,2.8180569410324097,0.0,40.53207919932902,0.0,117.1498411335051,0.0,10.53484850563109,0.0,1.4142135623730951,0.0003349112120064867,0.0,0.0007303950863797492,0.0,0.0007163763664418095,0.0,8.7778523691971e-05,0.0,0.002391470353430808,0.0,0.0007257356723969892,0.0,0.008278450798784764,0.0,0.008991160786260614,0.0,0.00875419824061617,0.0,0.0015294574526177505,0.0,0.05130030008410275,0.0,0.0,0.0,0.0026219726193645056,0.0,0.00021774435321559427,0.0,0.008182499204181489,0.0,0.07210442996728639,0.0,0.04130991408645176,0.0,0.10924869516232985,0.0,0.19234246445527658,0.0,0.05758980960212477,0.0
md22_dha,md22_DHA_45597,spice,56,flash_baseline,2.0,0.022618984803557396,1406.0,0.03882041200995445,1406.0,0.07988074794411659,1406.0,0.008630892261862755,11248.0,0.2887318842113018,1406.0,0.0,0.0,0.4778419155627489,7030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1139522772282362,7030.0,0.0,0.0,0.06026420742273331,0.0,0.9622983634471893,0.0,60.277671087533236,0.0,2.794931083917618,0.0,15.324014984071255,0.0,82.24955233745277,0.0,1.9084765575826168,0.0,1.4142135623730951,0.0002820046601356283,0.0,0.0008478162918846353,0.0,0.0014825681796221614,0.0,5.614118001902289e-05,0.0,0.01078823545607072,0.0,0.0,0.0,0.001321792992422188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01389940902892225,0.0,0.0,0.0,0.0008281503595249185,0.0,0.01495436221391159,0.0,0.10706441411700632,0.0,0.011999470780273193,0.0,0.08485369755527658,0.0,0.15737576990031152,0.0,0.015558856937657234,0.0
md22_dha,md22_DHA_45597,spice,56,flash_pair_auto,2.0,0.018732063472270966,703.0,0.03938362933695316,703.0,0.08066203445196152,703.0,0.008721975609660149,5624.0,0.28084092773497105,703.0,0.07720575667917728,49913.0,0.47504049725830555,3515.0,0.1430715899914503,7030.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5203855000436306,7030.0,0.0,0.0,0.06620869971811771,0.0,1.0182918049395084,0.0,60.85986141115427,0.0,2.820531325414777,0.0,15.686115669086576,0.0,84.05817961320281,0.0,2.559385448694229,0.0,1.4142135623730951,0.0003922938247418383,0.0,0.0021785919437935187,0.0,0.0007440281257863056,0.0,0.00016847941990604673,0.0,0.0049237153000711385,0.0,0.0031424047881556793,0.0,0.006250414934947192,0.0,0.0017490776404146596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18873607815607144,0.0,0.0,0.0,0.0029585537832864913,0.0,0.03477714927689488,0.0,0.1542150163578435,0.0,0.011066601022285141,0.0,0.23618053514022871,0.0,0.47060395961325335,0.0,0.19695925617598356,0.0
md22_double_walled_nanotube,md22_double-walled_nanotube_1987,spice,370,e3nn_baseline,2.0,0.028223823755979538,24024.0,0.04462427459657192,24024.0,0.09410525672137737,24024.0,0.008957227692008018,192192.0,0.3109385725110769,24024.0,0.0,0.0,1.3628413435071707,120120.0,0.0,0.0,0.600513769313693,120120.0,0.0,0.0,96.50865606963634,120120.0,0.0,0.0,4.499804088845849,120120.0,0.13024522922933102,0.0,1.013836683705449,0.0,61.41381994821131,0.0,2.8068389743566513,0.0,317.73576955311,0.0,487.4323735944927,0.0,103.39577831327915,0.0,1.4142135623730951,0.0021200568440999873,0.0,0.002069766308224275,0.0,0.0019997268722482657,0.0,0.00011089809346904013,0.0,0.008830300137150714,0.0,0.0,0.0,0.007529342818643003,0.0,0.0,0.0,0.001686671317434699,0.0,0.0,0.0,0.1374892895661544,0.0,0.0,0.0,0.0053921465620894405,0.0,0.024588451569193235,0.0,0.016244549039084104,0.0,0.10633450144579126,0.0,0.021630640166572696,0.0,0.047738648999087335,0.0,0.29213251005870794,0.0,0.16992792861161898,0.0
md22_double_walled_nanotube,md22_double-walled_nanotube_1987,spice,370,e3nn_pair_full,2.0,0.02186298370361328,12012.0,0.04409900866448879,12012.0,0.09329654276371002,12012.0,0.008884118869900703,96096.0,0.31712139025330544,12012.0,0.08518011309206486,852852.0,0.8875442203134298,60060.0,1.1462119407951832,300300.0,0.5514416377991438,120120.0,0.21151863038539886,120120.0,38.80859697237611,120120.0,0.0,0.0,5.196612048894167,120120.0,0.0787569209933281,0.0,1.0430677328258753,0.0,61.83810234069824,0.0,2.816903404891491,0.0,311.9266556110233,0.0,426.7208768054843,0.0,47.86114147864282,0.0,1.4142135623730951,0.0003578528190205006,0.0,0.0012274768591268865,0.0,0.002082304064503643,0.0,0.0002078479560163202,0.0,0.00828922013424326,0.0,0.0015777188637653649,0.0,0.004590036556958937,0.0,0.004821242544398438,0.0,0.003045861809334673,0.0,0.012133558621765777,0.0,0.03463808348450211,0.0,0.0,0.0,0.014376103529800673,0.0,0.0004057569921413645,0.0,0.02168880145754358,0.0,0.12862814278636378,0.0,0.034549796540902566,0.0,0.17670190910205927,0.0,0.40092879959567396,0.0,0.07730914058185764,0.0
md22_double_walled_nanotube,md22_double-walled_nanotube_1987,spice,370,flash_baseline,2.0,0.02569020725786686,24024.0,0.04334840923547745,24024.0,0.09019412100315094,24024.0,0.009099626913666725,192192.0,0.29948363080620766,24024.0,0.0,0.0,1.3582659885287285,120120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1696632988750935,120120.0,0.0,0.0,0.10771784000098705,0.0,0.9981136303395033,0.0,60.935410764068365,0.0,2.8181899804621935,0.0,19.25386944785714,0.0,91.94590295664966,0.0,6.907566823065281,0.0,1.4142135623730951,0.0007341297896014035,0.0,0.0005175045172227448,0.0,0.001604112645246064,0.0,0.00011626160800024595,0.0,0.0041680311636780685,0.0,0.0,0.0,0.0025395608936089314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011679148569132559,0.0,0.0,0.0,0.0018272986065467108,0.0,0.006233358513358303,0.0,0.19459102295734734,0.0,0.04808342106397352,0.0,0.0577910534482924,0.0,0.2289736206893947,0.0,0.01662301507040059,0.0
md22_double_walled_nanotube,md22_double-walled_nanotube_1987,spice,370,flash_pair_auto,2.0,0.021262047812342644,12012.0,0.04228302277624607,12012.0,0.08711600676178932,12012.0,0.009013758972287178,96096.0,0.29555722139775753,12012.0,0.08043604902923107,852852.0,0.8626601193100214,60060.0,1.7462732270359993,120120.0,0.0,0.0,0.0,0.0,0.0,0.0,5.144648952409625,120120.0,0.0,0.0,0.10959873907268047,0.0,0.9790496435016394,0.0,60.92570573091507,0.0,2.7956978883594275,0.0,21.223127422854304,0.0,95.29463816434145,0.0,8.21549235843122,0.0,1.4142135623730951,0.0019155941061780061,0.0,0.00020877992234836696,0.0,0.000700567506377163,0.0,0.0002799149376744283,0.0,0.002790431009894141,0.0,0.0006000646282260953,0.0,0.006841321060211858,0.0,0.0012547626615832816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005053421214696379,0.0,0.0,0.0,0.004388633875070188,0.0,0.006792735963537111,0.0,0.09691603069818519,0.0,0.008179413194429554,0.0,0.08780261994193861,0.0,0.15655204321931884,0.0,0.013425356857232998,0.0
md22_stachyose,md22_stachyose_10546,spice,87,e3nn_baseline,2.0,0.02353438176214695,3532.0,0.04005176015198231,3532.0,0.08367151021957397,3532.0,0.008665863424539566,28256.0,0.29579875990748405,3532.0,0.0,0.0,0.5720147863030434,17660.0,0.0,0.0,0.145779550075531,17660.0,0.0,0.0,64.599695103243,17660.0,0.0,0.0,0.9022735059261322,17660.0,0.0613184180110693,0.0,0.9682815056294203,0.0,60.75117578729987,0.0,2.8156777378171682,0.0,43.16503144800663,0.0,175.29398859478533,0.0,66.57151062972844,0.0,1.4142135623730951,0.0008368228557486665,0.0,0.0016137542199765485,0.0,0.0020457590942856967,0.0,0.00018671848205578778,0.0,0.008752990991109074,0.0,0.0,0.0,0.01015822315608411,0.0,0.0,0.0,0.003640325496008421,0.0,0.0,0.0,0.1358580939846216,0.0,0.0,0.0,0.0029736043417199014,0.0,0.001192719523638733,0.0,0.01404085980244513,0.0,0.17664025903617878,0.0,0.02205560480646053,0.0,0.09246464538500063,0.0,0.25395973590637494,0.0,0.13800656990557988,0.0
md22_stachyose,md22_stachyose_10546,spice,87,e3nn_pair_full,2.0,0.021245423704385757,1766.0,0.04155547358095646,1766.0,0.08877599611878395,1766.0,0.009600771591067314,14128.0,0.3149217925965786,1766.0,0.08315867744386196,125386.0,0.5151742603629827,8830.0,0.33441311679780483,44150.0,0.15932824462652206,17660.0,0.08156201802194118,17660.0,9.339273860678077,17660.0,0.0,0.0,1.0476931929588318,17660.0,0.055102212354540825,0.0,1.3757113832980394,0.0,62.33027698472142,0.0,2.7896469458937645,0.0,40.24106883443892,0.0,120.35141801461577,0.0,12.39010482095182,0.0,1.4142135623730951,0.0010659089763085019,0.0,0.0018441152176253616,0.0,0.003898731704231793,0.0,0.0007655116077643094,0.0,0.011706252430773332,0.0,0.002831594607031656,0.0,0.008354701831497363,0.0,0.009512890169052683,0.0,0.005151586373683776,0.0,0.0003975389819212304,0.0,0.15797469834941866,0.0,0.0,0.0,0.006643602680792373,0.0,0.00045022637778366695,0.0,0.04971083136287651,0.0,0.12521651981643353,0.0,0.007600046086093857,0.0,0.13861353356742168,0.0,0.15288325302636183,0.0,0.16876316781781947,0.0
md22_stachyose,md22_stachyose_10546,spice,87,flash_baseline,2.0,0.022808369249105453,3532.0,0.03876378759741783,3532.0,0.08764239028096199,3532.0,0.008689938113093376,28256.0,0.28229732997715473,3532.0,0.0,0.0,0.6317226681858301,17660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.399786351248622,17660.0,0.0,0.0,0.06323941051959991,0.0,0.9663699194788933,0.0,60.068061435595155,0.0,2.808507066220045,0.0,15.369799826294184,0.0,82.55725186318159,0.0,2.3581126239150763,0.0,1.4142135623730951,0.00046830973410677383,0.0,0.0005458669309168996,0.0,0.01213888107339296,0.0,0.00017006693571178499,0.0,0.003995156580523382,0.0,0.0,0.0,0.04174066132899842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011114271319643486,0.0,0.0,0.0,0.0014877418830244124,0.0,0.024054901199195605,0.0,0.13241457622572456,0.0,0.015202982329786965,0.0,0.09605627331020557,0.0,0.2159051661487522,0.0,0.04539321277827722,0.0
md22_stachyose,md22_stachyose_10546,spice,87,flash_pair_auto,2.0,0.019864365458488464,1766.0,0.03995494917035103,1766.0,0.08442765101790428,1766.0,0.01000179909169674,14128.0,0.29502385295927525,1766.0,0.07889517582952976,125386.0,0.5017691757529974,8830.0,0.28343498706817627,17660.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4005391392856836,17660.0,0.0,0.0,0.06390041671693325,0.0,1.0364169254899025,0.0,60.73497077450156,0.0,2.7913677506148815,0.0,15.438205609098077,0.0,83.75185080803931,0.0,2.601313218474388,0.0,1.4142135623730951,0.0008052898955048968,0.0,0.0014842835265452773,0.0,0.0036232182258373598,0.0,0.0014484191346096518,0.0,0.015196027358852573,0.0,0.0040333871491323855,0.0,0.006649559298627225,0.0,0.0016897734483263362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02505230535683421,0.0,0.0,0.0,0.0015582578225122466,0.0,0.05766126849847685,0.0,0.33362967093174006,0.0,0.009954274328632249,0.0,0.09703707217138721,0.0,0.4394313434020971,0.0,0.03960241173944738,0.0
mptrj,mp-1204603,mpa,444,e3nn_baseline,2.0,0.02783294767141342,27612.0,0.04365495406091213,27612.0,0.09031137451529503,27612.0,0.009133713319897652,220896.0,0.3080257214605808,27612.0,0.0,0.0,1.5231917146593332,138060.0,0.0,0.0,0.6897987332195044,138060.0,0.0,0.0,102.52958224155009,138060.0,0.0,0.0,5.136169213801622,138060.0,0.12327409349381924,0.0,1.0112208314239979,0.0,61.622470105066895,0.0,2.8048874344676733,0.0,366.7966877575964,0.0,543.6109339818358,0.0,110.29957183636725,0.0,1.4142135623730951,0.0005516158158608117,0.0,0.0007810107231875762,0.0,0.0016868274194660527,0.0,8.085843211924646e-05,0.0,0.011827165504032747,0.0,0.0,0.0,0.007890027769711455,0.0,0.0,0.0,0.0036071990270126445,0.0,0.0,0.0,0.19030367913710058,0.0,0.0,0.0,0.0036500650978735227,0.0,0.00037320430770932284,0.0,0.008346539251427363,0.0,0.17080007512149908,0.0,0.01930939793648444,0.0,0.043368414336578585,0.0,0.32198780692044204,0.0,0.19621764015065843,0.0
mptrj,mp-1204603,mpa,444,e3nn_pair_full,2.0,0.02259816974401474,13806.0,0.047458475455641747,13806.0,0.09563416242599487,13806.0,0.009572412818670273,110448.0,0.3175475634634495,13806.0,0.08807177655398846,980226.0,0.9508722927421331,69030.0,1.2875799555331469,345150.0,0.6310525815933943,138060.0,0.18807374872267246,138060.0,44.36993394047022,138060.0,0.0,0.0,5.975514277815819,138060.0,0.09253118187189102,0.0,1.080744806677103,0.0,61.813106248155236,0.0,2.804758632555604,0.0,359.764555003494,0.0,481.1575500294566,0.0,54.4461312238127,0.0,1.4142135623730951,0.0010656254148376531,0.0,0.0036507533055262884,0.0,0.003019648665660561,0.0,0.0003239374477202949,0.0,0.014211749546682697,0.0,0.003762476067819923,0.0,0.012625095459918434,0.0,0.0035439229699164958,0.0,0.0033672510535908873,0.0,0.03998124058446101,0.0,0.028003966493772594,0.0,0.0,0.0,0.02990191515107469,0.0,0.016256361164332035,0.0,0.059292636284337764,0.0,0.14501991639501233,0.0,0.021403951235300846,0.0,0.07644652272413305,0.0,0.2794265058609356,0.0,0.033124835576565204,0.0
mptrj,mp-1204603,mpa,444,flash_baseline,2.0,0.027005840092897415,27612.0,0.04378459416329861,27612.0,0.0854935497045517,27612.0,0.009170779958367348,220896.0,0.29467460699379444,27612.0,0.0,0.0,1.5065612737089396,138060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.825097346678376,138060.0,0.0,0.0,0.12039542198181152,0.0,1.0015202220529318,0.0,61.09646135009825,0.0,2.826439496129751,0.0,21.294689225032926,0.0,94.96623612940311,0.0,7.715376419946551,0.0,1.4142135623730951,0.002801856388881229,0.0,0.0014508324885759733,0.0,0.0031118379974565285,0.0,0.0004014735563525341,0.0,0.010880416372704956,0.0,0.0,0.0,0.002332075566278094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008656897814835899,0.0,0.0,0.0,0.000858364069866381,0.0,0.04228491086604188,0.0,0.100559866687343,0.0,0.03492883532736659,0.0,0.022918775400899736,0.0,0.16985052665641248,0.0,0.004412883735727754,0.0
