dataset,sample_id,natoms,modal,loader,category,source_kind,local_path,num_edges,num_pairs,avg_neighbors_directed,pair_reuse_factor,reverse_pair_fraction,baseline_edge_embedding_evals,pair_edge_embedding_evals,baseline_weight_nn_rows_total,pair_weight_nn_rows_total,baseline_tp_rows_total,pair_tp_rows_total,baseline_scatter_rows_total,pair_scatter_rows_total,density_bucket
rmd17,rmd17_azobenzene,24,spice,colabfit,molecular,hf,/home/wise/minchang/DenseMLIP/SevenNet/datasets/raw/hf/rmd17,366,183,15.25,2.0,1.0,366,183,1830,915,1830,1830,1830,1830,small_sparse
