dataset,sample_id,modal,natoms,case,resolved_policy,n_warmup,n_repeat,device,mean_ms,std_ms,median_ms,p95_ms,warmup_mean_ms,warmup_std_ms,abs_energy_diff_vs_e3nn,max_abs_force_diff_vs_e3nn
omol25_train_neutral,OMol25_train_neutral_data0063_395425,omol25_low,181,flash_pair_auto,geometry_only,3,10,cuda,26.75257574301213,1.9265969756270966,27.43977541103959,28.02393122110516,87.33024797402322,33.651820597274636,0.0,1.52587890625e-05
omol25_validation,OMol25_validation_data0012_18589,omol25_low,350,flash_baseline,baseline,3,10,cuda,28.440270596183836,2.0352160945694555,28.681783005595207,30.964719702024013,67.10018101148307,14.87856000976692,0.0,2.086162567138672e-06
omol25_validation,OMol25_validation_data0012_18589,omol25_low,350,flash_pair_auto,geometry_only,3,10,cuda,27.997032273560762,0.684599180281044,27.978714555501938,28.976383758708835,108.90145933565994,60.010019670682205,0.0,3.337860107421875e-06
phonondb_pbe,phonondb_pbe.extxyz:0,matpes_r2scan,8,flash_baseline,baseline,3,10,cuda,13.364682416431606,0.09529087412981745,13.326842105016112,13.54614500887692,60.87337566229204,15.599658813197687,0.0,9.778887033462524e-08
phonondb_pbe,phonondb_pbe.extxyz:0,matpes_r2scan,8,flash_pair_auto,geometry_only,3,10,cuda,13.76414995174855,0.1378195026346192,13.711274368688464,13.995202293153852,61.9221453089267,15.589712370533057,0.0,8.161232756265235e-08
qm9_hf,0_3057,qcml,29,flash_baseline,baseline,3,10,cuda,13.790551014244556,0.3601344689524566,13.716134475544095,14.410940208472311,62.0119993109256,15.651764378624877,0.0,4.917383193969727e-07
qm9_hf,0_3057,qcml,29,flash_pair_auto,geometry_only,3,10,cuda,14.585768315009773,0.3642856878392858,14.461975544691086,15.197694615926594,64.70054931317766,15.737453591611617,0.0,8.568167686462402e-07
rmd17,rmd17_azobenzene,spice,24,flash_baseline,baseline,3,10,cuda,13.609649357385933,0.2595560153709537,13.462927425280213,14.091072778683156,61.59659537176291,15.905164654198298,0.0,1.1920928955078125e-06
rmd17,rmd17_azobenzene,spice,24,flash_pair_auto,geometry_only,3,10,cuda,14.502284699119627,0.32997661526096905,14.436355442740023,15.105547674465925,63.31486363584796,15.611616734307855,0.0,2.205371856689453e-06
salex_train_official,alex_go_aao_005:4493,omat24,132,flash_baseline,baseline,3,10,cuda,18.168818834237754,0.05928389031314448,18.147633061744273,18.27019046759233,64.56346677926679,15.592836507346819,0.0,1.3560056686401367e-06
salex_train_official,alex_go_aao_005:4493,omat24,132,flash_pair_auto,geometry_only,3,10,cuda,27.927195164375007,2.2049835546806897,27.930164826102555,31.13665353739634,88.84931736004849,34.017260506371194,0.0,2.1457672119140625e-06
salex_val_official,alex_go_aao_006:1039,omat24,128,flash_baseline,baseline,3,10,cuda,27.369054267182946,1.0580549436113993,27.860398986376822,28.266378364060074,68.1878433873256,14.468628666395693,0.0,2.0116567611694336e-06
salex_val_official,alex_go_aao_006:1039,omat24,128,flash_pair_auto,geometry_only,3,10,cuda,28.133100480772555,0.9295161602381592,27.935244026593864,29.729228047654033,99.67106029701729,43.902646050274825,0.0,4.06801700592041e-06
spice_2023,hie__SPICE_Solvated_Amino_Acids_Single_Points_Dataset_v1.1__index_49,spice,89,flash_baseline,baseline,3,10,cuda,14.489521295763552,0.18072089423484494,14.415961573831737,14.836126298177987,62.24926142022014,15.531382324200537,0.0,9.5367431640625e-07
spice_2023,hie__SPICE_Solvated_Amino_Acids_Single_Points_Dataset_v1.1__index_49,spice,89,flash_pair_auto,geometry_only,3,10,cuda,26.650120480917394,2.855263886026043,27.702079387381673,27.94799596304074,66.04157605518897,14.396697286498481,0.0,1.430511474609375e-06
wbm_initial,wbm_initial:23057,matpes_pbe,100,flash_baseline,baseline,3,10,cuda,13.782980502583086,0.0819056245148256,13.749990495853126,13.91641270602122,61.83690011190871,15.760040092757484,0.0,5.066394805908203e-07
wbm_initial,wbm_initial:23057,matpes_pbe,100,flash_pair_auto,geometry_only,3,10,cuda,19.29001808166504,1.6778433058969295,19.69861949328333,21.49430195568129,69.23512602224946,15.195065531223598,0.0,5.662441253662109e-07
