dataset,sample_id,modal,natoms,case,repeat_idx,edge_length_norm_ms,edge_length_norm_ms_load,radial_basis_ms,radial_basis_ms_load,cutoff_ms,cutoff_ms_load,radial_combine_ms,radial_combine_ms_load,spherical_harmonics_ms,spherical_harmonics_ms_load,pair_expand_ms,pair_expand_ms_load,conv_weight_nn_ms,conv_weight_nn_ms_load,conv_src_gather_ms,conv_src_gather_ms_load,conv_filter_gather_ms,conv_filter_gather_ms_load,pair_indexing_ms,pair_indexing_ms_load,conv_message_tp_ms,conv_message_tp_ms_load,conv_aggregation_ms,conv_aggregation_ms_load,conv_denominator_ms,conv_denominator_ms_load,top_input_embedding_ms,top_input_embedding_ms_load,top_interaction_other_ms,top_interaction_other_ms_load,top_readout_ms,top_readout_ms_load,top_force_output_ms,top_force_output_ms_load,model_total_ms,model_total_ms_load,other_ms,other_ms_load
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_baseline,0,0.027699163183569908,10738.0,0.045552151277661324,10738.0,0.09333807975053787,10738.0,0.010069925338029861,85904.0,0.327106099575758,10738.0,0.0,0.0,0.8140481077134609,53690.0,0.3095397260040045,53690.0,0.0,0.0,0.0,0.0,75.17265481874347,53690.0,2.199971117079258,53690.0,0.08360412903130054,0.0,1.0915400926023722,0.0,60.688819736242294,0.0,2.7909697964787483,0.0,140.61014004983008,0.0,285.1445600390434,0.0,78.86991510167718,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_baseline,1,0.026371097192168236,10738.0,0.04089111462235451,10738.0,0.08341111242771149,10738.0,0.008870149031281471,85904.0,0.29488885775208473,10738.0,0.0,0.0,0.8063407149165869,53690.0,0.3103427588939667,53690.0,0.0,0.0,0.0,0.0,74.73559165373445,53690.0,2.198746893554926,53690.0,0.08451519533991814,0.0,0.9423161391168833,0.0,60.53003342822194,0.0,2.807280281558633,0.0,140.39803203195333,0.0,284.1106900013983,0.0,78.42042110860348,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_baseline,2,0.02759392373263836,10738.0,0.0456501729786396,10738.0,0.09213108569383621,10738.0,0.010170973837375641,85904.0,0.3220678772777319,10738.0,0.0,0.0,0.8006622083485126,53690.0,0.30526681803166866,53690.0,0.0,0.0,0.0,0.0,74.56350699067116,53690.0,2.206249162554741,53690.0,0.08335104212164879,0.0,1.087923999875784,0.0,60.577001655474305,0.0,2.7865818701684475,0.0,140.40859998203814,0.0,284.18911900371313,0.0,78.2417063601315,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_baseline,3,0.028515001758933067,10738.0,0.04605483263731003,10738.0,0.09326101280748844,10738.0,0.009885057806968689,85904.0,0.3275088965892792,10738.0,0.0,0.0,0.8015518542379141,53690.0,0.3094649873673916,53690.0,0.0,0.0,0.0,0.0,74.31578496471047,53690.0,2.200567163527012,53690.0,0.08437503129243851,0.0,1.1023539118468761,0.0,60.62423763796687,0.0,2.7802663389593363,0.0,140.4776438139379,0.0,284.0722962282598,0.0,77.99744606018066,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_baseline,4,0.02935202792286873,10738.0,0.041185878217220306,10738.0,0.08253892883658409,10738.0,0.009837094694375992,85904.0,0.2954390365630388,10738.0,0.0,0.0,0.8091987110674381,53690.0,0.3052938263863325,53690.0,0.0,0.0,0.0,0.0,74.38167207874358,53690.0,2.207780024036765,53690.0,0.08496595546603203,0.0,0.9734181221574545,0.0,60.35561510361731,0.0,2.7911579236388206,0.0,140.60012600384653,0.0,283.83704787120223,0.0,78.0782897491008,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_pair_full,0,0.021965010091662407,5369.0,0.044798944145441055,5369.0,0.09196694009006023,5369.0,0.01002289354801178,42952.0,0.32535288482904434,5369.0,0.08958182297647,381199.0,0.6214622408151627,26845.0,0.2932895440608263,53690.0,0.08823350071907043,53690.0,0.6085119675844908,134225.0,18.525570863857865,53690.0,2.5574255269020796,53690.0,0.06556417793035507,0.0,1.0886949021369219,0.0,61.21163698844612,0.0,2.840713132172823,0.0,133.5879908874631,0.0,223.66876783780754,0.0,23.693613009527326,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_pair_full,1,0.022203894332051277,5369.0,0.044360989704728127,5369.0,0.09179487824440002,5369.0,0.010212883353233337,42952.0,0.3250320442020893,5369.0,0.0914079137146473,381199.0,0.6222270894795656,26845.0,0.29765814542770386,53690.0,0.08925748988986015,53690.0,0.6070774979889393,134225.0,18.738853512331843,53690.0,2.5594469625502825,53690.0,0.06632902659475803,0.0,1.0667061433196068,0.0,60.927709797397256,0.0,2.780551789328456,0.0,133.98974598385394,0.0,223.90395286493003,0.0,23.896525846794248,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_pair_full,2,0.0247051939368248,5369.0,0.052919844165444374,5369.0,0.09863288141787052,5369.0,0.010238029062747955,42952.0,0.3353320062160492,5369.0,0.08795992471277714,381199.0,0.6324257701635361,26845.0,0.29840017668902874,53690.0,0.08897017687559128,53690.0,0.6176524329930544,134225.0,25.229829363524914,53690.0,2.5662744883447886,53690.0,0.0658396165817976,0.0,1.1725642252713442,0.0,61.28501519560814,0.0,2.786366967484355,0.0,133.48586694337428,0.0,230.45137897133827,0.0,30.440075788646936,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_pair_full,3,0.02787308767437935,5369.0,0.04613795317709446,5369.0,0.09240699000656605,5369.0,0.009797047823667526,42952.0,0.3204809036105871,5369.0,0.08547701872885227,381199.0,0.6319510284811258,26845.0,0.30294922180473804,53690.0,0.0919615849852562,53690.0,0.6081222090870142,134225.0,18.739753868430853,53690.0,2.559446031227708,53690.0,0.06604613736271858,0.0,1.0808338411152363,0.0,61.18130381219089,0.0,2.7831399347633123,0.0,133.6838740389794,0.0,223.93021802417934,0.0,23.928373120725155,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_pair_full,4,0.02622581087052822,5369.0,0.044276006519794464,5369.0,0.09293598122894764,5369.0,0.009683892130851746,42952.0,0.3257589414715767,5369.0,0.08523906581103802,381199.0,0.6635368335992098,26845.0,0.29743299819529057,53690.0,0.09061861783266068,53690.0,0.6130768451839685,134225.0,18.78634514287114,53690.0,2.5677781086415052,53690.0,0.06650970317423344,0.0,1.897316426038742,0.0,63.344794791191816,0.0,2.8741376008838415,0.0,133.8629978708923,0.0,227.2838121280074,0.0,24.023303762078285,0.0
