dataset,sample_id,natoms,modal,loader,category,source_kind,local_path,num_edges,num_pairs,avg_neighbors_directed,pair_reuse_factor,reverse_pair_fraction,baseline_edge_embedding_evals,pair_edge_embedding_evals,baseline_weight_nn_rows_total,pair_weight_nn_rows_total,baseline_tp_rows_total,pair_tp_rows_total,baseline_scatter_rows_total,pair_scatter_rows_total,density_bucket
md22_double_walled_nanotube,md22_double-walled_nanotube_1987,370,spice,colabfit,molecular,hf,/home/wise/minchang/DenseMLIP/SevenNet/datasets/raw/hf/md22_double_walled_nanotube,24024,12012,64.92972972972973,2.0,1.0,24024,12012,120120,60060,120120,120120,120120,120120,large_dense
