dataset,baseline_mean_ms,baseline_std_ms,proposal_mean_ms,proposal_std_ms,speedup_baseline_over_proposal
qm9_hf,29.40622386522591,0.17210316919232482,48.07258027140051,0.20641223623575047,0.6117047119004002
