dataset,baseline_mean_ms,baseline_std_ms,proposal_mean_ms,proposal_std_ms,speedup_baseline_over_proposal
oc20_s2ef_train_20m,125.60166181065142,0.4665462073530978,119.29129118410249,0.3338407629304628,1.0528988374919181
