system,case,repeat,mode,builder,policy,rank,nedges,npairs,pair_metadata_total_ms,pair_metadata_build_ms,model_inference_ms,compute_total_ms
bulk_small,baseline,27,serial,upstream,baseline,0,928,0,0.0,0.0,97.538909,167.38022
bulk_small,baseline,28,serial,upstream,baseline,0,928,0,0.0,0.0,98.205949,191.142941
bulk_small,baseline,29,serial,upstream,baseline,0,928,0,0.0,0.0,97.393916,189.462295
bulk_small,geometry_only_legacy,0,serial,legacy,geometry_only,0,928,464,0.434412,0.363968,100.70396,163.80375
bulk_small,geometry_only_legacy,1,serial,legacy,geometry_only,0,928,464,0.427623,0.357093,100.33389,162.046762
bulk_small,geometry_only_legacy,2,serial,legacy,geometry_only,0,928,464,0.430186,0.36417,98.607544,158.281419
bulk_small,geometry_only_legacy,3,serial,legacy,geometry_only,0,928,464,0.432809,0.365709,107.550194,168.423016
bulk_small,geometry_only_legacy,4,serial,legacy,geometry_only,0,928,464,0.426719,0.357117,103.263527,161.735935
bulk_small,geometry_only_legacy,5,serial,legacy,geometry_only,0,928,464,0.433736,0.357922,99.441422,160.335962
bulk_small,geometry_only_legacy,6,serial,legacy,geometry_only,0,928,464,0.431401,0.363774,99.470183,158.496261
bulk_small,geometry_only_legacy,7,serial,legacy,geometry_only,0,928,464,0.431764,0.361348,99.077616,157.984749
bulk_small,geometry_only_legacy,8,serial,legacy,geometry_only,0,928,464,0.436428,0.365142,128.794023,191.320197
bulk_small,geometry_only_legacy,9,serial,legacy,geometry_only,0,928,464,0.433799,0.359273,121.434585,182.676888
bulk_small,geometry_only_legacy,10,serial,legacy,geometry_only,0,928,464,0.443445,0.374429,100.089686,161.403285
bulk_small,geometry_only_legacy,11,serial,legacy,geometry_only,0,928,464,0.431867,0.357445,99.97475,158.150046
bulk_small,geometry_only_legacy,12,serial,legacy,geometry_only,0,928,464,0.448132,0.376583,100.159909,161.345277
bulk_small,geometry_only_legacy,13,serial,legacy,geometry_only,0,928,464,0.431441,0.36225,99.307522,163.078175
bulk_small,geometry_only_legacy,14,serial,legacy,geometry_only,0,928,464,0.434016,0.366641,98.7733,157.217871
bulk_small,geometry_only_legacy,15,serial,legacy,geometry_only,0,928,464,0.430903,0.360332,119.948809,181.533862
bulk_small,geometry_only_legacy,16,serial,legacy,geometry_only,0,928,464,0.442846,0.364835,100.278154,161.470101
bulk_small,geometry_only_legacy,17,serial,legacy,geometry_only,0,928,464,0.431475,0.360559,118.871728,178.636345
bulk_small,geometry_only_legacy,18,serial,legacy,geometry_only,0,928,464,0.446711,0.377165,99.440939,160.433988
bulk_small,geometry_only_legacy,19,serial,legacy,geometry_only,0,928,464,0.445861,0.370185,105.111943,190.485099
bulk_small,geometry_only_legacy,20,serial,legacy,geometry_only,0,928,464,0.450869,0.376406,102.802685,163.252072
bulk_small,geometry_only_legacy,21,serial,legacy,geometry_only,0,928,464,0.430044,0.36222,123.16329,183.815917
bulk_small,geometry_only_legacy,22,serial,legacy,geometry_only,0,928,464,0.456809,0.388204,107.111209,167.510368
bulk_small,geometry_only_legacy,23,serial,legacy,geometry_only,0,928,464,0.440057,0.373219,101.603014,163.017852
bulk_small,geometry_only_legacy,24,serial,legacy,geometry_only,0,928,464,0.493346,0.418489,99.97469,160.996452
bulk_small,geometry_only_legacy,25,serial,legacy,geometry_only,0,928,464,0.437911,0.364627,105.816834,167.266228
bulk_small,geometry_only_legacy,26,serial,legacy,geometry_only,0,928,464,0.442665,0.373788,99.833066,159.087405
bulk_small,geometry_only_legacy,27,serial,legacy,geometry_only,0,928,464,0.43498,0.367259,99.25412,159.083732
bulk_small,geometry_only_legacy,28,serial,legacy,geometry_only,0,928,464,0.442412,0.367946,103.046581,192.379763
bulk_small,geometry_only_legacy,29,serial,legacy,geometry_only,0,928,464,0.434533,0.363203,104.000585,210.402278
bulk_small,geometry_only_upstream,0,serial,upstream,geometry_only,0,928,464,0.130114,0.026946,100.52737,161.665454
bulk_small,geometry_only_upstream,1,serial,upstream,geometry_only,0,928,464,0.112152,0.029023,99.525697,159.844563
bulk_small,geometry_only_upstream,2,serial,upstream,geometry_only,0,928,464,0.1004,0.024644,100.098996,161.131311
bulk_small,geometry_only_upstream,3,serial,upstream,geometry_only,0,928,464,0.102547,0.027159,99.366504,159.708049
bulk_small,geometry_only_upstream,4,serial,upstream,geometry_only,0,928,464,0.098461,0.024077,103.959554,162.386138
bulk_small,geometry_only_upstream,5,serial,upstream,geometry_only,0,928,464,0.099839,0.0253,99.576812,169.176229
bulk_small,geometry_only_upstream,6,serial,upstream,geometry_only,0,928,464,0.099881,0.026289,102.502907,163.176737
bulk_small,geometry_only_upstream,7,serial,upstream,geometry_only,0,928,464,0.10616,0.027309,99.814699,160.251663
bulk_small,geometry_only_upstream,8,serial,upstream,geometry_only,0,928,464,0.098722,0.024103,103.096146,164.272713
bulk_small,geometry_only_upstream,9,serial,upstream,geometry_only,0,928,464,0.098392,0.028389,107.73035,168.341765
bulk_small,geometry_only_upstream,10,serial,upstream,geometry_only,0,928,464,0.096543,0.024698,102.098714,161.177043
bulk_small,geometry_only_upstream,11,serial,upstream,geometry_only,0,928,464,0.10171,0.025149,100.394737,160.68869
bulk_small,geometry_only_upstream,12,serial,upstream,geometry_only,0,928,464,0.098502,0.02628,99.103184,158.784852
bulk_small,geometry_only_upstream,13,serial,upstream,geometry_only,0,928,464,0.124649,0.024157,100.066938,158.153562
bulk_small,geometry_only_upstream,14,serial,upstream,geometry_only,0,928,464,0.094643,0.025487,99.099223,181.503167
bulk_small,geometry_only_upstream,15,serial,upstream,geometry_only,0,928,464,0.092057,0.023428,105.787007,166.044901
bulk_small,geometry_only_upstream,16,serial,upstream,geometry_only,0,928,464,0.095424,0.026752,100.217914,160.412508
bulk_small,geometry_only_upstream,17,serial,upstream,geometry_only,0,928,464,0.099854,0.028203,99.448834,160.888074
bulk_small,geometry_only_upstream,18,serial,upstream,geometry_only,0,928,464,0.095154,0.024448,100.069424,160.667147
bulk_small,geometry_only_upstream,19,serial,upstream,geometry_only,0,928,464,0.096137,0.026499,107.018632,165.123198
bulk_small,geometry_only_upstream,20,serial,upstream,geometry_only,0,928,464,0.099316,0.026876,99.162322,160.553861
bulk_small,geometry_only_upstream,21,serial,upstream,geometry_only,0,928,464,0.103359,0.027219,100.207342,161.297107
bulk_small,geometry_only_upstream,22,serial,upstream,geometry_only,0,928,464,0.095784,0.02454,102.699756,162.941017
bulk_small,geometry_only_upstream,23,serial,upstream,geometry_only,0,928,464,0.098592,0.024811,107.275992,165.634874
bulk_small,geometry_only_upstream,24,serial,upstream,geometry_only,0,928,464,0.099853,0.024295,99.394536,158.777428
bulk_small,geometry_only_upstream,25,serial,upstream,geometry_only,0,928,464,0.101681,0.024917,99.866369,160.050597
bulk_small,geometry_only_upstream,26,serial,upstream,geometry_only,0,928,464,0.095376,0.027102,104.377815,170.518386
bulk_small,geometry_only_upstream,27,serial,upstream,geometry_only,0,928,464,0.095696,0.023729,99.836074,159.644645
bulk_small,geometry_only_upstream,28,serial,upstream,geometry_only,0,928,464,0.10254,0.030387,99.757153,161.12175
bulk_small,geometry_only_upstream,29,serial,upstream,geometry_only,0,928,464,0.096221,0.024611,103.568589,162.200923
bulk_large,baseline,0,serial,upstream,baseline,0,12508,0,0.0,0.0,103.609769,172.121967
bulk_large,baseline,1,serial,upstream,baseline,0,12508,0,0.0,0.0,102.657884,171.658226
bulk_large,baseline,2,serial,upstream,baseline,0,12508,0,0.0,0.0,102.679677,170.459261
bulk_large,baseline,3,serial,upstream,baseline,0,12508,0,0.0,0.0,105.477041,173.976586
bulk_large,baseline,4,serial,upstream,baseline,0,12508,0,0.0,0.0,106.281563,174.569334
bulk_large,baseline,5,serial,upstream,baseline,0,12508,0,0.0,0.0,101.144123,170.471503
bulk_large,baseline,6,serial,upstream,baseline,0,12508,0,0.0,0.0,103.655184,171.856325
bulk_large,baseline,7,serial,upstream,baseline,0,12508,0,0.0,0.0,101.843827,168.176778
bulk_large,baseline,8,serial,upstream,baseline,0,12508,0,0.0,0.0,109.267226,183.149336
bulk_large,baseline,9,serial,upstream,baseline,0,12508,0,0.0,0.0,101.693701,168.378988
bulk_large,baseline,10,serial,upstream,baseline,0,12508,0,0.0,0.0,106.446874,174.621939
bulk_large,baseline,11,serial,upstream,baseline,0,12508,0,0.0,0.0,102.079816,170.082598
bulk_large,baseline,12,serial,upstream,baseline,0,12508,0,0.0,0.0,105.575235,173.467585
bulk_large,baseline,13,serial,upstream,baseline,0,12508,0,0.0,0.0,102.441658,170.681889
bulk_large,baseline,14,serial,upstream,baseline,0,12508,0,0.0,0.0,103.088705,171.275164
bulk_large,baseline,15,serial,upstream,baseline,0,12508,0,0.0,0.0,106.432938,173.679045
bulk_large,baseline,16,serial,upstream,baseline,0,12508,0,0.0,0.0,102.310821,169.167016
bulk_large,baseline,17,serial,upstream,baseline,0,12508,0,0.0,0.0,101.553827,170.183144
bulk_large,baseline,18,serial,upstream,baseline,0,12508,0,0.0,0.0,108.173371,175.637695
bulk_large,baseline,19,serial,upstream,baseline,0,12508,0,0.0,0.0,102.93978,169.83313
bulk_large,baseline,20,serial,upstream,baseline,0,12508,0,0.0,0.0,101.190033,167.412371
bulk_large,baseline,21,serial,upstream,baseline,0,12508,0,0.0,0.0,102.717108,191.137969
bulk_large,baseline,22,serial,upstream,baseline,0,12508,0,0.0,0.0,101.659966,167.644468
bulk_large,baseline,23,serial,upstream,baseline,0,12508,0,0.0,0.0,101.662241,168.28618
bulk_large,baseline,24,serial,upstream,baseline,0,12508,0,0.0,0.0,106.714832,196.692731
bulk_large,baseline,25,serial,upstream,baseline,0,12508,0,0.0,0.0,101.146862,167.168414
bulk_large,baseline,26,serial,upstream,baseline,0,12508,0,0.0,0.0,102.566877,170.634916
bulk_large,baseline,27,serial,upstream,baseline,0,12508,0,0.0,0.0,109.830777,175.886551
bulk_large,baseline,28,serial,upstream,baseline,0,12508,0,0.0,0.0,102.476814,170.826712
bulk_large,baseline,29,serial,upstream,baseline,0,12508,0,0.0,0.0,102.827727,172.197271
bulk_large,geometry_only_legacy,0,serial,legacy,geometry_only,0,12508,6254,4.56502,4.454626,104.503492,168.697702
bulk_large,geometry_only_legacy,1,serial,legacy,geometry_only,0,12508,6254,4.579736,4.445602,104.626713,166.261516
bulk_large,geometry_only_legacy,2,serial,legacy,geometry_only,0,12508,6254,4.746458,4.623204,105.034275,168.001413
bulk_large,geometry_only_legacy,3,serial,legacy,geometry_only,0,12508,6254,4.660806,4.548299,114.679871,198.230765
bulk_large,geometry_only_legacy,4,serial,legacy,geometry_only,0,12508,6254,4.597218,4.46928,104.575337,191.361687
bulk_large,geometry_only_legacy,5,serial,legacy,geometry_only,0,12508,6254,4.60292,4.471235,104.309102,165.868425
bulk_large,geometry_only_legacy,6,serial,legacy,geometry_only,0,12508,6254,4.560754,4.446627,105.254047,169.165612
bulk_large,geometry_only_legacy,7,serial,legacy,geometry_only,0,12508,6254,4.554816,4.446366,105.273437,167.109234
bulk_large,geometry_only_legacy,8,serial,legacy,geometry_only,0,12508,6254,4.591581,4.48073,104.381621,165.709959
bulk_large,geometry_only_legacy,9,serial,legacy,geometry_only,0,12508,6254,4.571383,4.459118,103.723479,167.766289
bulk_large,geometry_only_legacy,10,serial,legacy,geometry_only,0,12508,6254,4.685338,4.570462,105.847197,169.667365
bulk_large,geometry_only_legacy,11,serial,legacy,geometry_only,0,12508,6254,4.547456,4.439311,103.881794,166.670233
bulk_large,geometry_only_legacy,12,serial,legacy,geometry_only,0,12508,6254,4.591546,4.466212,104.902325,169.508816
bulk_large,geometry_only_legacy,13,serial,legacy,geometry_only,0,12508,6254,4.57345,4.466668,107.56591,171.580515
bulk_large,geometry_only_legacy,14,serial,legacy,geometry_only,0,12508,6254,4.634835,4.522299,104.328718,168.460653
bulk_large,geometry_only_legacy,15,serial,legacy,geometry_only,0,12508,6254,4.6894,4.575949,110.099992,174.682136
bulk_large,geometry_only_legacy,16,serial,legacy,geometry_only,0,12508,6254,4.644204,4.512594,103.497152,165.308478
bulk_large,geometry_only_legacy,17,serial,legacy,geometry_only,0,12508,6254,4.645653,4.525827,103.660467,167.859333
bulk_large,geometry_only_legacy,18,serial,legacy,geometry_only,0,12508,6254,4.638267,4.526175,109.808136,173.304571
bulk_large,geometry_only_legacy,19,serial,legacy,geometry_only,0,12508,6254,4.603733,4.491339,103.342109,164.87445
bulk_large,geometry_only_legacy,20,serial,legacy,geometry_only,0,12508,6254,4.724165,4.610898,104.322775,167.232142
bulk_large,geometry_only_legacy,21,serial,legacy,geometry_only,0,12508,6254,4.631851,4.516711,106.957104,170.171399
bulk_large,geometry_only_legacy,22,serial,legacy,geometry_only,0,12508,6254,4.62952,4.51553,107.538486,172.001909
bulk_large,geometry_only_legacy,23,serial,legacy,geometry_only,0,12508,6254,4.560183,4.447911,103.671853,165.164273
bulk_large,geometry_only_legacy,24,serial,legacy,geometry_only,0,12508,6254,4.563438,4.450831,104.7624,168.729844
bulk_large,geometry_only_legacy,25,serial,legacy,geometry_only,0,12508,6254,4.560894,4.456136,104.932371,169.306319
bulk_large,geometry_only_legacy,26,serial,legacy,geometry_only,0,12508,6254,4.560052,4.451235,104.021271,166.48533
bulk_large,geometry_only_legacy,27,serial,legacy,geometry_only,0,12508,6254,4.604553,4.49979,106.296045,170.562888
bulk_large,geometry_only_legacy,28,serial,legacy,geometry_only,0,12508,6254,4.654803,4.540336,105.881805,169.972828
bulk_large,geometry_only_legacy,29,serial,legacy,geometry_only,0,12508,6254,4.597907,4.483915,107.505748,169.879306
bulk_large,geometry_only_upstream,0,serial,upstream,geometry_only,0,12508,6254,0.294187,0.077691,104.620283,164.611563
bulk_large,geometry_only_upstream,1,serial,upstream,geometry_only,0,12508,6254,0.324203,0.077677,110.131264,171.497775
bulk_large,geometry_only_upstream,2,serial,upstream,geometry_only,0,12508,6254,0.30395,0.081695,105.953022,167.220084
bulk_large,geometry_only_upstream,3,serial,upstream,geometry_only,0,12508,6254,0.301222,0.077945,105.305061,184.40469
bulk_large,geometry_only_upstream,4,serial,upstream,geometry_only,0,12508,6254,0.322163,0.077999,105.781306,164.989786
bulk_large,geometry_only_upstream,5,serial,upstream,geometry_only,0,12508,6254,0.303657,0.080632,108.163777,168.578564
bulk_large,geometry_only_upstream,6,serial,upstream,geometry_only,0,12508,6254,0.29728,0.078801,104.065577,162.881302
bulk_large,geometry_only_upstream,7,serial,upstream,geometry_only,0,12508,6254,0.296388,0.079252,104.255891,163.513549
bulk_large,geometry_only_upstream,8,serial,upstream,geometry_only,0,12508,6254,0.304517,0.080574,104.613702,186.88406
bulk_large,geometry_only_upstream,9,serial,upstream,geometry_only,0,12508,6254,0.294076,0.077279,103.946798,161.667547
bulk_large,geometry_only_upstream,10,serial,upstream,geometry_only,0,12508,6254,0.300067,0.077185,112.044219,170.675166
bulk_large,geometry_only_upstream,11,serial,upstream,geometry_only,0,12508,6254,0.363213,0.103643,103.175388,161.07786
bulk_large,geometry_only_upstream,12,serial,upstream,geometry_only,0,12508,6254,0.292037,0.078127,104.213632,163.462015
bulk_large,geometry_only_upstream,13,serial,upstream,geometry_only,0,12508,6254,0.309901,0.079841,103.82903,161.967425
bulk_large,geometry_only_upstream,14,serial,upstream,geometry_only,0,12508,6254,0.301776,0.078322,104.088739,164.800622
bulk_large,geometry_only_upstream,15,serial,upstream,geometry_only,0,12508,6254,0.299334,0.078806,104.254165,165.128393
bulk_large,geometry_only_upstream,16,serial,upstream,geometry_only,0,12508,6254,0.30618,0.080374,103.804235,180.328073
bulk_large,geometry_only_upstream,17,serial,upstream,geometry_only,0,12508,6254,0.292057,0.079542,104.471489,164.516958
bulk_large,geometry_only_upstream,18,serial,upstream,geometry_only,0,12508,6254,0.298694,0.080921,105.573513,165.004373
bulk_large,geometry_only_upstream,19,serial,upstream,geometry_only,0,12508,6254,0.301429,0.080268,105.087259,165.21032
bulk_large,geometry_only_upstream,20,serial,upstream,geometry_only,0,12508,6254,0.298535,0.078455,103.586508,161.290432
bulk_large,geometry_only_upstream,21,serial,upstream,geometry_only,0,12508,6254,0.298204,0.078409,104.581778,165.679111
bulk_large,geometry_only_upstream,22,serial,upstream,geometry_only,0,12508,6254,0.300371,0.081549,104.05214,163.46285
bulk_large,geometry_only_upstream,23,serial,upstream,geometry_only,0,12508,6254,0.294581,0.078552,104.798932,163.322341
bulk_large,geometry_only_upstream,24,serial,upstream,geometry_only,0,12508,6254,0.314513,0.078144,103.645208,185.899539
bulk_large,geometry_only_upstream,25,serial,upstream,geometry_only,0,12508,6254,0.296154,0.076795,103.444876,162.718181
bulk_large,geometry_only_upstream,26,serial,upstream,geometry_only,0,12508,6254,0.302691,0.07925,105.521062,165.571685
bulk_large,geometry_only_upstream,27,serial,upstream,geometry_only,0,12508,6254,0.290346,0.079105,103.822339,163.178032
bulk_large,geometry_only_upstream,28,serial,upstream,geometry_only,0,12508,6254,0.303906,0.080248,103.753298,164.195517
bulk_large,geometry_only_upstream,29,serial,upstream,geometry_only,0,12508,6254,0.301151,0.078362,104.476852,165.133613
