system,case,n,mode,builder,policy,nedges_mean,npairs_mean,pair_metadata_total_ms_mean,pair_metadata_total_ms_std,pair_metadata_build_ms_mean,pair_metadata_build_ms_std,model_inference_ms_mean,model_inference_ms_std,compute_total_ms_mean,compute_total_ms_std
bulk_large,baseline,30,serial,upstream,baseline,12508,0,0.0,0.0,0.0,0.0,103.73820856666667,2.487666108446085,173.04450306666666,6.573851524682253
bulk_large,geometry_only_legacy,30,serial,legacy,geometry_only,12508,6254,4.612398,0.052053996140612444,4.4971738666666665,0.05075938127576858,105.63950106666667,2.4341007768848266,170.31984633333335,7.122783446620056
bulk_large,geometry_only_upstream,30,serial,upstream,geometry_only,12508,6254,0.30355943333333335,0.013746939555791128,0.0798481,0.004677402951314491,104.96871143333334,1.9473707157663616,167.2957142,7.2763200010622135
bulk_small,baseline,30,serial,upstream,baseline,928,0,0.0,0.0,0.0,0.0,107.34031350000001,14.251739182953948,184.01187316666667,18.115085036659757
bulk_small,geometry_only_legacy,30,serial,legacy,geometry_only,928,464,0.4389733333333333,0.012626636793407964,0.36804336666666665,0.011966743297020353,104.90799193333334,8.463730842090458,168.85570183333334,13.517825619892125
bulk_small,geometry_only_upstream,30,serial,upstream,geometry_only,928,464,0.10099196666666667,0.008193913664225515,0.025894233333333332,0.001726521891036973,101.521653,2.6625303128993405,162.8712784,4.693375665201802
