dataset,sample_id,modal,natoms,case,repeat_idx,edge_length_norm_ms,edge_length_norm_ms_load,radial_basis_ms,radial_basis_ms_load,cutoff_ms,cutoff_ms_load,radial_combine_ms,radial_combine_ms_load,spherical_harmonics_ms,spherical_harmonics_ms_load,pair_expand_ms,pair_expand_ms_load,conv_weight_nn_ms,conv_weight_nn_ms_load,conv_src_gather_ms,conv_src_gather_ms_load,conv_filter_gather_ms,conv_filter_gather_ms_load,pair_indexing_ms,pair_indexing_ms_load,conv_message_tp_ms,conv_message_tp_ms_load,conv_aggregation_ms,conv_aggregation_ms_load,conv_denominator_ms,conv_denominator_ms_load,top_input_embedding_ms,top_input_embedding_ms_load,top_interaction_other_ms,top_interaction_other_ms_load,top_readout_ms,top_readout_ms_load,top_force_output_ms,top_force_output_ms_load,model_total_ms,model_total_ms_load,other_ms,other_ms_load
omol25_train_neutral,OMol25_train_neutral_data0063_395425,omol25_low,181,e3nn_baseline,0,0.02276594750583172,9926.0,0.039326027035713196,9926.0,0.08343509398400784,9926.0,0.00895606353878975,79408.0,0.29446184635162354,9926.0,0.0,0.0,0.778495566919446,49630.0,0.28958963230252266,49630.0,0.0,0.0,0.0,0.0,73.51075299084187,49630.0,2.040713094174862,49630.0,0.0790769699960947,0.0,0.9717389475554228,0.0,60.29354245401919,0.0,2.807500073686242,0.0,129.57310979254544,0.0,271.67145209386945,0.0,76.98896783404052,0.0
omol25_train_neutral,OMol25_train_neutral_data0063_395425,omol25_low,181,e3nn_baseline,1,0.02302299253642559,9926.0,0.03912486135959625,9926.0,0.08142506703734398,9926.0,0.008970033377408981,79408.0,0.2991969231516123,9926.0,0.0,0.0,0.7896942552179098,49630.0,0.2824116963893175,49630.0,0.0,0.0,0.0,0.0,73.08646105229855,49630.0,2.027645939961076,49630.0,0.07659313268959522,0.0,0.9334890637546778,0.0,60.32376433722675,0.0,2.784387907013297,0.0,129.57473006099463,0.0,271.188487065956,0.0,76.55432168394327,0.0
omol25_train_neutral,OMol25_train_neutral_data0063_395425,omol25_low,181,e3nn_baseline,2,0.03882101736962795,9926.0,0.04850700497627258,9926.0,0.090824905782938,9926.0,0.009838026016950607,79408.0,0.32529490999877453,9926.0,0.0,0.0,0.7897068280726671,49630.0,0.2860559616237879,49630.0,0.0,0.0,0.0,0.0,73.02897633053362,49630.0,2.0364585798233747,49630.0,0.07639010436832905,0.0,1.0830978862941265,0.0,60.267206048592925,0.0,2.7905262541025877,0.0,129.58116899244487,0.0,271.3244939222932,0.0,76.4988714363426,0.0
omol25_train_neutral,OMol25_train_neutral_data0063_395425,omol25_low,181,e3nn_baseline,3,0.02575106918811798,9926.0,0.044490909203886986,9926.0,0.09327591396868229,9926.0,0.009977957233786583,79408.0,0.33221091143786907,9926.0,0.0,0.0,0.7832874543964863,49630.0,0.2895395737141371,49630.0,0.0,0.0,0.0,0.0,72.90155300870538,49630.0,2.047513145953417,49630.0,0.07854192517697811,0.0,1.100062159821391,0.0,60.44614943675697,0.0,2.7712732553482056,0.0,129.77146403864026,0.0,271.5971479192376,0.0,76.39922178350389,0.0
omol25_train_neutral,OMol25_train_neutral_data0063_395425,omol25_low,181,e3nn_baseline,4,0.030474038794636726,9926.0,0.045100925490260124,9926.0,0.0909869559109211,9926.0,0.01029903069138527,79408.0,0.32554217614233494,9926.0,0.0,0.0,0.7791290991008282,49630.0,0.2882750704884529,49630.0,0.0,0.0,0.0,0.0,73.58119636774063,49630.0,2.0404632668942213,49630.0,0.07830490358173847,0.0,1.0879889596253633,0.0,60.59185042977333,0.0,2.7762490790337324,0.0,129.65776002965868,0.0,272.26684405468404,0.0,77.0557711366564,0.0
omol25_train_neutral,OMol25_train_neutral_data0063_395425,omol25_low,181,e3nn_pair_full,0,0.021521933376789093,4963.0,0.043357955291867256,4963.0,0.09103002957999706,4963.0,0.010143034160137177,39704.0,0.32233004458248615,4963.0,0.090467045083642,352373.0,0.6187940016388893,24815.0,0.28030015528202057,49630.0,0.08862116374075413,49630.0,0.5742646753787994,124075.0,17.464514123275876,49630.0,2.419184660539031,49630.0,0.06246636621654034,0.0,1.0809781961143017,0.0,60.97501842305064,0.0,2.7783294208347797,0.0,121.42181093804538,0.0,209.91684799082577,0.0,22.414030972868204,0.0
omol25_train_neutral,OMol25_train_neutral_data0063_395425,omol25_low,181,e3nn_pair_full,1,0.022058840841054916,4963.0,0.04477892071008682,4963.0,0.09278999641537666,4963.0,0.009983079507946968,39704.0,0.3219679929316044,4963.0,0.0835866667330265,352373.0,0.6184778176248074,24815.0,0.2751140855252743,49630.0,0.08758669719099998,49630.0,0.5750374402850866,124075.0,17.33355433680117,49630.0,2.38855485804379,49630.0,0.06188591942191124,0.0,1.0560171213001013,0.0,60.70112274028361,0.0,2.7806279249489307,0.0,121.22481781989336,0.0,209.22546717338264,0.0,22.23692205734551,0.0
omol25_train_neutral,OMol25_train_neutral_data0063_395425,omol25_low,181,e3nn_pair_full,2,0.022266991436481476,4963.0,0.04304596222937107,4963.0,0.09211990982294083,4963.0,0.009978888556361198,39704.0,0.3144999500364065,4963.0,0.08455850183963776,352373.0,0.6463180761784315,24815.0,0.2732849679887295,49630.0,0.08806074038147926,49630.0,0.5686299409717321,124075.0,17.284816363826394,49630.0,2.3918927181512117,49630.0,0.06125424988567829,0.0,1.0713560041040182,0.0,60.86585414595902,0.0,2.778101246803999,0.0,121.27267709001899,0.0,209.42239905707538,0.0,22.211701842024922,0.0
omol25_train_neutral,OMol25_train_neutral_data0063_395425,omol25_low,181,e3nn_pair_full,3,0.02195686101913452,4963.0,0.043629202991724014,4963.0,0.09198207408189774,4963.0,0.01036282628774643,39704.0,0.31313602812588215,4963.0,0.08333218283951283,352373.0,0.6117499433457851,24815.0,0.2800819929689169,49630.0,0.08679693564772606,49630.0,0.5735252052545547,124075.0,17.469898099079728,49630.0,2.387682208791375,49630.0,0.06250315345823765,0.0,1.0613931808620691,0.0,60.95378240570426,0.0,2.7806712314486504,0.0,121.63999280892313,0.0,210.04760288633406,0.0,22.39431906491518,0.0
omol25_train_neutral,OMol25_train_neutral_data0063_395425,omol25_low,181,e3nn_pair_full,4,0.02634013071656227,4963.0,0.0435500405728817,4963.0,0.09226612746715546,4963.0,0.010085990652441978,39704.0,0.32054190523922443,4963.0,0.08415011689066887,352373.0,0.6188538391143084,24815.0,0.2818827051669359,49630.0,0.08729868568480015,49630.0,0.5700378678739071,124075.0,17.524367896839976,49630.0,2.3998611140996218,49630.0,0.06315205246210098,0.0,1.063288887962699,0.0,60.81202509813011,0.0,2.7776656206697226,0.0,121.28313817083836,0.0,209.61611508391798,0.0,22.445938317105174,0.0
