dataset,sample_id,case,natoms,resolved_policy,energy,num_edges_runtime,model_total_ms,graph_build_ms,pair_metadata_ms,device_transfer_ms,top_edge_embedding_ms,top_input_embedding_ms,top_interaction_other_ms,conv_weight_nn_ms,conv_tensor_product_ms,conv_scatter_ms,top_convolution_blocks_ms,top_readout_ms,top_force_output_ms,conv_weight_nn_ms_load,conv_tensor_product_ms_load,conv_scatter_ms_load,graph_build_ms_calls,pair_metadata_ms_calls,device_transfer_ms_calls,top_edge_embedding_ms_calls,top_input_embedding_ms_calls,top_interaction_other_ms_calls,conv_weight_nn_ms_calls,conv_tensor_product_ms_calls,conv_scatter_ms_calls,top_convolution_blocks_ms_calls,top_readout_ms_calls,top_force_output_ms_calls,model_total_ms_calls
mptrj,mp-1204603,e3nn_baseline,444,baseline,-2253.971435546875,27612,542.9288309533149,9.272047900594771,0.03495893906801939,0.5848589353263378,1.4439609367400408,9.170492179691792,108.10484597459435,3.8468933198601007,192.97762517817318,10.336965206079185,208.92176288180053,4.569701035507023,732.5695980107412,276120.0,276120.0,276120.0,2,2,2,2,6,50,10,10,10,10,8,2,1
mptrj,mp-1204603,e3nn_pair_full,444,full,-2253.971435546875,27612,481.0348490718752,9.748833952471614,186.6019059671089,0.6708368891850114,1.1999139096587896,1.9552512094378471,107.5871482025832,9.511347743682563,197.5991679355502,11.591791175305843,224.48899887967855,4.54170792363584,727.5726498337463,138060.0,276120.0,276120.0,2,2,2,2,6,50,10,20,20,10,8,2,1
md22_double_walled_nanotube,md22_double-walled_nanotube_1987,e3nn_baseline,370,baseline,-338922.90625,24024,486.98223498649895,5.460246931761503,0.036964891478419304,0.5196059355512261,1.286944025196135,2.0036979112774134,116.48613004945219,3.4520491026341915,181.06605799403042,9.079616982489824,195.23260090500116,4.743385245092213,635.0278879981488,240240.0,240240.0,240240.0,2,2,2,2,6,50,10,10,10,10,8,2,1
md22_double_walled_nanotube,md22_double-walled_nanotube_1987,e3nn_pair_full,370,full,-338922.90625,24024,426.1609789682552,5.916493013501167,162.54447412211448,0.618632067926228,1.2011860962957144,1.990676042623818,106.91151290666312,9.384379023686051,180.6853561429307,10.132860741578043,205.3519490873441,4.5367949642241,622.8844320867211,120120.0,240240.0,240240.0,2,2,2,2,6,50,10,20,20,10,8,2,1
omol25_validation,OMol25_validation_data0012_18589,e3nn_baseline,350,baseline,-210737.5625,17972,395.4875960480422,4.396393895149231,0.032198033295571804,0.47299405559897423,1.2501069577410817,1.969817909412086,106.89179680775851,2.5196608621627092,161.5378448041156,7.005159044638276,172.44607501197606,4.5755981700494885,472.13852999266237,179720.0,179720.0,179720.0,2,2,2,2,6,50,10,10,10,10,8,2,1
omol25_validation,OMol25_validation_data0012_18589,e3nn_pair_full,350,full,-210737.5625,17972,334.95805494021624,4.823968047276139,120.61794905457646,0.586670939810574,1.1855269549414515,1.959440065547824,107.57403867319226,1.7577622784301639,161.58269450534135,7.867830921895802,175.67762301769108,4.53781895339489,461.6622080793604,89860.0,179720.0,179720.0,2,2,2,2,6,50,10,20,20,10,8,2,1
omol25_train_4m,OMol25_train_4M_data0016_18415,e3nn_baseline,350,baseline,-292497.6875,19152,413.078501005657,6.552979932166636,0.03716594073921442,0.5210930248722434,1.2853890657424927,1.9975851755589247,106.58774524927139,2.6659310096874833,171.58752877730876,7.405740907415748,183.04419482592493,4.603709327057004,503.5854079760611,191520.0,191520.0,191520.0,2,2,2,2,6,50,10,10,10,10,8,2,1
omol25_train_4m,OMol25_train_4M_data0016_18415,e3nn_pair_full,350,full,-292497.6875,19152,352.5989999761805,6.942263920791447,129.551000893116,0.5347949918359518,1.215317053720355,1.9960120553150773,107.2821601992473,8.896189159713686,172.98733606003225,8.413376868702471,194.88904008176178,4.52775601297617,493.26798995025456,95760.0,191520.0,191520.0,2,2,2,2,6,50,10,20,20,10,8,2,1
