dataset,sample_id,natoms,modal,loader,category,source_kind,local_path,num_edges,num_pairs,avg_neighbors_directed,pair_reuse_factor,reverse_pair_fraction,baseline_edge_embedding_evals,pair_edge_embedding_evals,baseline_weight_nn_rows_total,pair_weight_nn_rows_total,baseline_tp_rows_total,pair_tp_rows_total,baseline_scatter_rows_total,pair_scatter_rows_total
md22_buckyball_catcher,md22_buckyball-catcher_1114,148,spice,colabfit,molecular,hf,/home/wise/minchang/DenseMLIP/SevenNet/datasets/raw/hf/md22_buckyball_catcher,6872,3436,46.432432432432435,2.0,1.0,6872,3436,34360,17180,34360,34360,34360,34360
