repeat,stage,time_ms,quadrant,dataset,lmax
10,0_convolution.denominator_ms,0.008299946784973145,small_sparse,spice_2023,1
10,1_convolution.weight_nn_ms,0.07521104998886585,small_sparse,spice_2023,1
10,1_convolution.src_gather_ms,0.010948162525892258,small_sparse,spice_2023,1
10,1_convolution.message_tp_ms,0.19718683324754238,small_sparse,spice_2023,1
10,1_convolution.aggregation_ms,0.03622379153966904,small_sparse,spice_2023,1
10,1_convolution.denominator_ms,0.008552102372050285,small_sparse,spice_2023,1
10,2_convolution.weight_nn_ms,0.07387506775557995,small_sparse,spice_2023,1
10,2_convolution.src_gather_ms,0.010933959856629372,small_sparse,spice_2023,1
10,2_convolution.message_tp_ms,0.0911378301680088,small_sparse,spice_2023,1
10,2_convolution.aggregation_ms,0.03378000110387802,small_sparse,spice_2023,1
10,2_convolution.denominator_ms,0.008519971743226051,small_sparse,spice_2023,1
10,top_force_output_ms,2.7314068283885717,small_sparse,spice_2023,1
10,model_total_ms,5.034885834902525,small_sparse,spice_2023,1
11,edge_length_norm_ms,0.016076024621725082,small_sparse,spice_2023,1
11,radial_basis_ms,0.031817005947232246,small_sparse,spice_2023,1
11,cutoff_ms,0.05798204801976681,small_sparse,spice_2023,1
11,radial_combine_ms,0.007841968908905983,small_sparse,spice_2023,1
11,spherical_harmonics_ms,0.0729970633983612,small_sparse,spice_2023,1
11,0_convolution.weight_nn_ms,0.08002598769962788,small_sparse,spice_2023,1
11,0_convolution.src_gather_ms,0.011337222531437874,small_sparse,spice_2023,1
11,0_convolution.message_tp_ms,0.07988396100699902,small_sparse,spice_2023,1
11,0_convolution.aggregation_ms,0.03524916246533394,small_sparse,spice_2023,1
11,0_convolution.denominator_ms,0.00847713090479374,small_sparse,spice_2023,1
11,1_convolution.weight_nn_ms,0.07641501724720001,small_sparse,spice_2023,1
11,1_convolution.src_gather_ms,0.014465069398283958,small_sparse,spice_2023,1
11,1_convolution.message_tp_ms,0.19176211208105087,small_sparse,spice_2023,1
11,1_convolution.aggregation_ms,0.036698998883366585,small_sparse,spice_2023,1
11,1_convolution.denominator_ms,0.008758855983614922,small_sparse,spice_2023,1
11,2_convolution.weight_nn_ms,0.07908279076218605,small_sparse,spice_2023,1
11,2_convolution.src_gather_ms,0.011176103726029396,small_sparse,spice_2023,1
11,2_convolution.message_tp_ms,0.09930413216352463,small_sparse,spice_2023,1
11,2_convolution.aggregation_ms,0.0356258824467659,small_sparse,spice_2023,1
11,2_convolution.denominator_ms,0.008628936484456062,small_sparse,spice_2023,1
11,top_force_output_ms,2.7021050918847322,small_sparse,spice_2023,1
11,model_total_ms,5.03580505028367,small_sparse,spice_2023,1
12,edge_length_norm_ms,0.014801975339651108,small_sparse,spice_2023,1
12,radial_basis_ms,0.034356024116277695,small_sparse,spice_2023,1
12,cutoff_ms,0.07549207657575607,small_sparse,spice_2023,1
12,radial_combine_ms,0.00778702087700367,small_sparse,spice_2023,1
12,spherical_harmonics_ms,0.13375980779528618,small_sparse,spice_2023,1
12,0_convolution.weight_nn_ms,0.07832003757357597,small_sparse,spice_2023,1
12,0_convolution.src_gather_ms,0.011130934581160545,small_sparse,spice_2023,1
12,0_convolution.message_tp_ms,0.07962505333125591,small_sparse,spice_2023,1
12,0_convolution.aggregation_ms,0.03540795296430588,small_sparse,spice_2023,1
12,0_convolution.denominator_ms,0.00833696685731411,small_sparse,spice_2023,1
12,1_convolution.weight_nn_ms,0.07564411498606205,small_sparse,spice_2023,1
12,1_convolution.src_gather_ms,0.011020107194781303,small_sparse,spice_2023,1
12,1_convolution.message_tp_ms,0.18175505101680756,small_sparse,spice_2023,1
12,1_convolution.aggregation_ms,0.03590993583202362,small_sparse,spice_2023,1
12,1_convolution.denominator_ms,0.008422881364822388,small_sparse,spice_2023,1
12,2_convolution.weight_nn_ms,0.07400801405310631,small_sparse,spice_2023,1
12,2_convolution.src_gather_ms,0.011062016710639,small_sparse,spice_2023,1
12,2_convolution.message_tp_ms,0.09840494021773338,small_sparse,spice_2023,1
12,2_convolution.aggregation_ms,0.036411918699741364,small_sparse,spice_2023,1
12,2_convolution.denominator_ms,0.008247792720794678,small_sparse,spice_2023,1
12,top_force_output_ms,2.7608878444880247,small_sparse,spice_2023,1
12,model_total_ms,5.121777998283505,small_sparse,spice_2023,1
13,edge_length_norm_ms,0.015279976651072502,small_sparse,spice_2023,1
13,radial_basis_ms,0.030525028705596924,small_sparse,spice_2023,1
13,cutoff_ms,0.05563395097851753,small_sparse,spice_2023,1
13,radial_combine_ms,0.007644994184374809,small_sparse,spice_2023,1
13,spherical_harmonics_ms,0.07072393782436848,small_sparse,spice_2023,1
13,0_convolution.weight_nn_ms,0.07883505895733833,small_sparse,spice_2023,1
13,0_convolution.src_gather_ms,0.011116964742541313,small_sparse,spice_2023,1
13,0_convolution.message_tp_ms,0.07935101166367531,small_sparse,spice_2023,1
13,0_convolution.aggregation_ms,0.03450480289757252,small_sparse,spice_2023,1
13,0_convolution.denominator_ms,0.008370960131287575,small_sparse,spice_2023,1
13,1_convolution.weight_nn_ms,0.07652002386748791,small_sparse,spice_2023,1
13,1_convolution.src_gather_ms,0.01113303005695343,small_sparse,spice_2023,1
13,1_convolution.message_tp_ms,0.1839089673012495,small_sparse,spice_2023,1
13,1_convolution.aggregation_ms,0.036631012335419655,small_sparse,spice_2023,1
13,1_convolution.denominator_ms,0.008646165952086449,small_sparse,spice_2023,1
13,2_convolution.weight_nn_ms,0.07407087832689285,small_sparse,spice_2023,1
13,2_convolution.src_gather_ms,0.011397060006856918,small_sparse,spice_2023,1
13,2_convolution.message_tp_ms,0.09521492756903172,small_sparse,spice_2023,1
13,2_convolution.aggregation_ms,0.03585498780012131,small_sparse,spice_2023,1
13,2_convolution.denominator_ms,0.008724862709641457,small_sparse,spice_2023,1
13,top_force_output_ms,2.6913119945675135,small_sparse,spice_2023,1
13,model_total_ms,4.947049077600241,small_sparse,spice_2023,1
14,edge_length_norm_ms,0.014662975445389748,small_sparse,spice_2023,1
14,radial_basis_ms,0.02990500070154667,small_sparse,spice_2023,1
14,cutoff_ms,0.06388407200574875,small_sparse,spice_2023,1
14,radial_combine_ms,0.007780035957694054,small_sparse,spice_2023,1
14,spherical_harmonics_ms,0.13302592560648918,small_sparse,spice_2023,1
14,0_convolution.weight_nn_ms,0.07938710041344166,small_sparse,spice_2023,1
14,0_convolution.src_gather_ms,0.011052004992961884,small_sparse,spice_2023,1
14,0_convolution.message_tp_ms,0.07978896610438824,small_sparse,spice_2023,1
14,0_convolution.aggregation_ms,0.03445218317210674,small_sparse,spice_2023,1
14,0_convolution.denominator_ms,0.00816304236650467,small_sparse,spice_2023,1
14,1_convolution.weight_nn_ms,0.0755691435188055,small_sparse,spice_2023,1
14,1_convolution.src_gather_ms,0.010999152436852455,small_sparse,spice_2023,1
14,1_convolution.message_tp_ms,0.1848628744482994,small_sparse,spice_2023,1
14,1_convolution.aggregation_ms,0.03536301665008068,small_sparse,spice_2023,1
14,1_convolution.denominator_ms,0.008405186235904694,small_sparse,spice_2023,1
14,2_convolution.weight_nn_ms,0.07913191802799702,small_sparse,spice_2023,1
14,2_convolution.src_gather_ms,0.011279014870524406,small_sparse,spice_2023,1
14,2_convolution.message_tp_ms,0.0963178463280201,small_sparse,spice_2023,1
14,2_convolution.aggregation_ms,0.035578152164816856,small_sparse,spice_2023,1
14,2_convolution.denominator_ms,0.00858190469443798,small_sparse,spice_2023,1
14,top_force_output_ms,2.733403816819191,small_sparse,spice_2023,1
14,model_total_ms,5.066229030489922,small_sparse,spice_2023,1
15,edge_length_norm_ms,0.015035038813948631,small_sparse,spice_2023,1
15,radial_basis_ms,0.030066119506955147,small_sparse,spice_2023,1
15,cutoff_ms,0.05479203537106514,small_sparse,spice_2023,1
15,radial_combine_ms,0.007736030966043472,small_sparse,spice_2023,1
15,spherical_harmonics_ms,0.07051113061606884,small_sparse,spice_2023,1
15,0_convolution.weight_nn_ms,0.07876008749008179,small_sparse,spice_2023,1
15,0_convolution.src_gather_ms,0.010943040251731873,small_sparse,spice_2023,1
15,0_convolution.message_tp_ms,0.0799340195953846,small_sparse,spice_2023,1
15,0_convolution.aggregation_ms,0.03938400186598301,small_sparse,spice_2023,1
15,0_convolution.denominator_ms,0.008468981832265854,small_sparse,spice_2023,1
15,1_convolution.weight_nn_ms,0.07713283412158489,small_sparse,spice_2023,1
15,1_convolution.src_gather_ms,0.011008000001311302,small_sparse,spice_2023,1
15,1_convolution.message_tp_ms,0.1856749877333641,small_sparse,spice_2023,1
15,1_convolution.aggregation_ms,0.03653508611023426,small_sparse,spice_2023,1
15,1_convolution.denominator_ms,0.008849194273352623,small_sparse,spice_2023,1
15,2_convolution.weight_nn_ms,0.074820127338171,small_sparse,spice_2023,1
15,2_convolution.src_gather_ms,0.011335127055644989,small_sparse,spice_2023,1
15,2_convolution.message_tp_ms,0.09309104643762112,small_sparse,spice_2023,1
15,2_convolution.aggregation_ms,0.034637050703167915,small_sparse,spice_2023,1
15,2_convolution.denominator_ms,0.008648959919810295,small_sparse,spice_2023,1
15,top_force_output_ms,2.6857138145715,small_sparse,spice_2023,1
15,model_total_ms,4.944236949086189,small_sparse,spice_2023,1
16,edge_length_norm_ms,0.014734920114278793,small_sparse,spice_2023,1
16,radial_basis_ms,0.039937207475304604,small_sparse,spice_2023,1
16,cutoff_ms,0.05466793663799763,small_sparse,spice_2023,1
16,radial_combine_ms,0.007680151611566544,small_sparse,spice_2023,1
16,spherical_harmonics_ms,0.13346713967621326,small_sparse,spice_2023,1
16,0_convolution.weight_nn_ms,0.0782618299126625,small_sparse,spice_2023,1
16,0_convolution.src_gather_ms,0.011035008355975151,small_sparse,spice_2023,1
16,0_convolution.message_tp_ms,0.08008396252989769,small_sparse,spice_2023,1
16,0_convolution.aggregation_ms,0.03478094004094601,small_sparse,spice_2023,1
16,0_convolution.denominator_ms,0.007965834811329842,small_sparse,spice_2023,1
16,1_convolution.weight_nn_ms,0.07438310422003269,small_sparse,spice_2023,1
16,1_convolution.src_gather_ms,0.011004973202943802,small_sparse,spice_2023,1
16,1_convolution.message_tp_ms,0.18234900198876858,small_sparse,spice_2023,1
16,1_convolution.aggregation_ms,0.03575696609914303,small_sparse,spice_2023,1
16,1_convolution.denominator_ms,0.008675968274474144,small_sparse,spice_2023,1
16,2_convolution.weight_nn_ms,0.07610488682985306,small_sparse,spice_2023,1
16,2_convolution.src_gather_ms,0.011279014870524406,small_sparse,spice_2023,1
16,2_convolution.message_tp_ms,0.0993930734694004,small_sparse,spice_2023,1
