quadrant,dataset,model_total_ms_l1_ms,model_total_ms_l8_ms,model_total_ms_growth_x,spherical_harmonics_ms_l1_ms,spherical_harmonics_ms_l8_ms,spherical_harmonics_ms_growth_x,tp_total_ms_l1_ms,tp_total_ms_l8_ms,tp_total_ms_growth_x,force_output_ms_l1_ms,force_output_ms_l8_ms,force_output_ms_growth_x,weight_nn_total_ms_l1_ms,weight_nn_total_ms_l8_ms,weight_nn_total_ms_growth_x,radial_total_ms_l1_ms,radial_total_ms_l8_ms,radial_total_ms_growth_x,other_ms_l1_ms,other_ms_l8_ms,other_ms_growth_x
large_dense,mptrj,5.279673022838931,961.991603152516,182.20666298672487,0.1025590812787413,2.494281351876756,24.32043384922342,0.631551273788015,81.05789370213945,128.34728875766174,2.6680119646092257,867.2317611829689,325.0479280777848,0.2362238864103953,0.7060402305796742,2.9888604463693396,0.0988756461689869,0.120053036759297,1.2141820702149053,1.3840826538701851,4.932504512059192,3.563735516998841
large_sparse,oc20_s2ef_train_20m,5.107740258487563,303.06805217793834,59.33505559025409,0.1020547778656085,2.4701403376335898,24.20406363420251,0.4319026755789916,26.912910072132945,62.312441190725586,2.753500958594183,266.82866495102644,96.9052377186233,0.2186919329687953,0.3772616541634003,1.7250826266976707,0.0993535388261079,0.1178992291291554,1.1866636108000828,1.3599609956145289,4.481381728934745,3.2952281303551154
small_dense,salex_val_official,5.048972042277455,431.3248007092625,85.42824105532252,0.0997212715446949,2.4488748206446567,24.55719609980179,0.4698681567485134,37.85485200739155,80.56483816512922,2.6573867769911885,383.5912524567296,144.34904838769788,0.2229920743654171,0.4446724662557244,1.994117806747874,0.0972674849132696,0.11677920507888,1.2005985883464385,1.356761995702982,4.490292708699902,3.3095655118002747
small_sparse,spice_2023,5.489356334631641,53.354276165676616,9.719586944842943,0.1169603085145354,2.4047045269981027,20.56000499262752,0.3974107094109058,8.890220647056898,22.370360024356536,2.882950745212535,36.83322203966478,12.776223145966162,0.2538449130952358,0.2765337781359752,1.089380814309354,0.1101619098335504,0.1113281973327199,1.0105870304983973,1.494563790038228,4.464896388041477,2.9874244363482627
