system,category,case,mode,repeat,stage,ms,num_edges,num_pairs
dimer_small,small_sparse,baseline,forward_energy,19,conv_src_gather_ms,0.032949959859251976,2,0
dimer_small,small_sparse,baseline,forward_energy,19,conv_message_tp_ms,0.5893118213862181,2,0
dimer_small,small_sparse,baseline,forward_energy,19,conv_message_gather_ms,0.10600220412015915,2,0
dimer_small,small_sparse,baseline,forward_energy,19,model_total_ms,2.833319129422307,2,0
dimer_small,small_sparse,baseline,forward_energy,20,edge_pair_vec_select_ms,0.0,2,0
dimer_small,small_sparse,baseline,forward_energy,20,edge_length_norm_ms,0.013115117326378822,2,0
dimer_small,small_sparse,baseline,forward_energy,20,radial_basis_cutoff_ms,0.09580282494425774,2,0
dimer_small,small_sparse,baseline,forward_energy,20,spherical_harmonics_ms,0.12664590030908585,2,0
dimer_small,small_sparse,baseline,forward_energy,20,edge_length_expand_ms,0.0,2,0
dimer_small,small_sparse,baseline,forward_energy,20,edge_embedding_expand_ms,0.0,2,0
dimer_small,small_sparse,baseline,forward_energy,20,edge_attr_expand_ms,0.0,2,0
dimer_small,small_sparse,baseline,forward_energy,20,edge_attr_sign_ms,0.0,2,0
dimer_small,small_sparse,baseline,forward_energy,20,conv_weight_nn_ms,0.20780996419489384,2,0
dimer_small,small_sparse,baseline,forward_energy,20,conv_weight_expand_ms,0.0,2,0
dimer_small,small_sparse,baseline,forward_energy,20,conv_src_gather_ms,0.03251503221690655,2,0
dimer_small,small_sparse,baseline,forward_energy,20,conv_message_tp_ms,0.5784090608358383,2,0
dimer_small,small_sparse,baseline,forward_energy,20,conv_message_gather_ms,0.1057581976056099,2,0
dimer_small,small_sparse,baseline,forward_energy,20,model_total_ms,2.7792928740382195,2,0
dimer_small,small_sparse,baseline,forward_energy,21,edge_pair_vec_select_ms,0.0,2,0
dimer_small,small_sparse,baseline,forward_energy,21,edge_length_norm_ms,0.013348180800676346,2,0
dimer_small,small_sparse,baseline,forward_energy,21,radial_basis_cutoff_ms,0.09967200458049774,2,0
