dataset,baseline_mean_ms,baseline_std_ms,proposal_mean_ms,proposal_std_ms,speedup_baseline_over_proposal
mptrj,425.6646725659569,0.3006223465604986,420.91461048306275,0.2693651100369803,1.011285096702732
