dataset,sample_id,modal,natoms,case,repeat_idx,edge_length_norm_ms,edge_length_norm_ms_load,radial_basis_ms,radial_basis_ms_load,cutoff_ms,cutoff_ms_load,radial_combine_ms,radial_combine_ms_load,spherical_harmonics_ms,spherical_harmonics_ms_load,pair_expand_ms,pair_expand_ms_load,conv_weight_nn_ms,conv_weight_nn_ms_load,conv_src_gather_ms,conv_src_gather_ms_load,conv_filter_gather_ms,conv_filter_gather_ms_load,pair_indexing_ms,pair_indexing_ms_load,conv_message_tp_ms,conv_message_tp_ms_load,conv_aggregation_ms,conv_aggregation_ms_load,conv_denominator_ms,conv_denominator_ms_load,top_input_embedding_ms,top_input_embedding_ms_load,top_interaction_other_ms,top_interaction_other_ms_load,top_readout_ms,top_readout_ms_load,top_force_output_ms,top_force_output_ms_load,model_total_ms,model_total_ms_load,other_ms,other_ms_load
qm9_hf,0_3057,qcml,29,e3nn_baseline,0,0.023281201720237732,570.0,0.043584033846855164,570.0,0.08121994324028492,570.0,0.008733943104743958,4560.0,0.2899039536714554,570.0,0.0,0.0,0.4515137989073992,2850.0,0.07656053639948368,2850.0,0.0,0.0,0.0,0.0,62.543315114453435,2850.0,0.30218716710805893,2850.0,0.05404162220656872,0.0,0.9697063360363245,0.0,60.580147663131356,0.0,2.7896857354789972,0.0,27.98456116579473,0.0,157.08841499872506,0.0,63.72521515004337,0.0
qm9_hf,0_3057,qcml,29,e3nn_baseline,1,0.023768050596117973,570.0,0.04340405575931072,570.0,0.08093798533082008,570.0,0.008881092071533203,4560.0,0.29347208328545094,570.0,0.0,0.0,0.4529247526079416,2850.0,0.07857894524931908,2850.0,0.0,0.0,0.0,0.0,62.53294623456895,2850.0,0.2986250910907984,2850.0,0.05350378341972828,0.0,0.9580580517649651,0.0,60.88420143350959,0.0,2.817939966917038,0.0,27.701253071427345,0.0,157.10135898552835,0.0,63.72251594439149,0.0
qm9_hf,0_3057,qcml,29,e3nn_baseline,2,0.022207852452993393,570.0,0.03955001011490822,570.0,0.08228002116084099,570.0,0.009007053449749947,4560.0,0.3147630486637354,570.0,0.0,0.0,0.4571680910885334,2850.0,0.08092098869383335,2850.0,0.0,0.0,0.0,0.0,61.991762137040496,2850.0,0.28291926719248295,2850.0,0.05280179902911186,0.0,0.9297898504883051,0.0,60.650575906038284,0.0,2.835542196407914,0.0,28.311721049249172,0.0,156.93852421827614,0.0,63.16285487264395,0.0
qm9_hf,0_3057,qcml,29,e3nn_baseline,3,0.02378597855567932,570.0,0.03902707248926163,570.0,0.08634012192487717,570.0,0.008641043677926064,4560.0,0.28864480555057526,570.0,0.0,0.0,0.44998410157859325,2850.0,0.0740226823836565,2850.0,0.0,0.0,0.0,0.0,61.622268753126264,2850.0,0.278655206784606,2850.0,0.05185767076909542,0.0,0.9514971170574427,0.0,60.331150656566024,0.0,2.764589386060834,0.0,27.820311952382326,0.0,155.6312849279493,0.0,62.76110885664821,0.0
qm9_hf,0_3057,qcml,29,e3nn_baseline,4,0.02511194907128811,570.0,0.04572118632495403,570.0,0.08164020255208015,570.0,0.009378185495734215,4560.0,0.32572681084275246,570.0,0.0,0.0,0.450395280495286,2850.0,0.07588905282318592,2850.0,0.0,0.0,0.0,0.0,62.15478875674307,2850.0,0.3061832394450903,2850.0,0.05477271042764187,0.0,0.9884906467050314,0.0,60.86440128274262,0.0,2.8057380113750696,0.0,27.572172926738858,0.0,156.6397489514202,0.0,63.33235348574817,0.0
qm9_hf,0_3057,qcml,29,e3nn_pair_full,0,0.018744030967354774,285.0,0.039011938497424126,285.0,0.08021993562579155,285.0,0.008663861081004143,2280.0,0.2934620715677738,285.0,0.07305201143026352,20235.0,0.45453221537172794,1425.0,0.10032765567302704,2850.0,0.09404309093952179,2850.0,0.23356755264103413,7125.0,8.292465005069971,2850.0,0.46858773566782475,2850.0,0.05011586472392082,0.0,0.9634511079639196,0.0,61.102006351575255,0.0,2.9003710951656103,0.0,40.680235950276256,0.0,117.35792085528374,0.0,10.56600920855999,0.0
qm9_hf,0_3057,qcml,29,e3nn_pair_full,1,0.019137980416417122,285.0,0.038499943912029266,285.0,0.08178688585758209,285.0,0.008906004950404167,2280.0,0.31694909557700157,285.0,0.10171509347856045,20235.0,0.46333810314536095,1425.0,0.09926385246217251,2850.0,0.07858709432184696,2850.0,0.24045980535447598,7125.0,8.233812171965837,2850.0,0.49717677757143974,2850.0,0.05073472857475281,0.0,1.1205521877855062,0.0,60.8975300565362,0.0,2.7898179832845926,0.0,40.94545007683337,0.0,117.48710414394736,0.0,10.524476645514369,0.0
qm9_hf,0_3057,qcml,29,e3nn_pair_full,2,0.0192420557141304,285.0,0.03705499693751335,285.0,0.08098105899989605,285.0,0.008706934750080109,2280.0,0.291262986138463,285.0,0.07655913941562176,20235.0,0.4947809502482414,1425.0,0.10476401075720787,2850.0,0.07929326966404915,2850.0,0.24186703376471996,7125.0,8.428534027189016,2850.0,0.47050928696990013,2850.0,0.05138292908668518,0.0,0.998492818325758,0.0,61.19862152263522,0.0,2.805327996611595,0.0,40.73777515441179,0.0,117.64137586578727,0.0,10.759335942566395,0.0
qm9_hf,0_3057,qcml,29,e3nn_pair_full,3,0.024067005142569542,285.0,0.039499951526522636,285.0,0.08535501547157764,285.0,0.008882954716682434,2280.0,0.29571191407740116,285.0,0.07613422349095345,20235.0,0.4691728390753269,1425.0,0.10190531611442566,2850.0,0.07892330177128315,2850.0,0.24176225997507572,7125.0,8.18332307972014,2850.0,0.5020073149353266,2850.0,0.052227871492505074,0.0,1.0034928563982248,0.0,61.68909766711295,0.0,2.8163967654109,0.0,40.87480204179883,0.0,118.08603000827134,0.0,10.511196218430996,0.0
qm9_hf,0_3057,qcml,29,e3nn_pair_full,4,0.018524006009101868,285.0,0.04303222522139549,285.0,0.08034822531044483,285.0,0.009047100320458412,2280.0,0.28764992021024227,285.0,0.07353397086262703,20235.0,0.4554279148578644,1425.0,0.09874068200588226,2850.0,0.07903110235929489,2850.0,0.23934314958751202,7125.0,8.109860122203827,2850.0,0.4541275557130575,2850.0,0.048829009756445885,0.0,0.94805215485394,0.0,60.44078874401748,0.0,2.768190810456872,0.0,40.699286153540015,0.0,116.2894528824836,0.0,10.31333883292973,0.0
