dataset,baseline_mean_ms,baseline_std_ms,proposal_mean_ms,proposal_std_ms,speedup_baseline_over_proposal
omol25_train_4m,293.36429168470204,0.18183724934052942,290.3214715886861,0.2130697952599342,1.0104808648129437
