dataset,sample_id,modal,natoms,case,resolved_policy,n_warmup,n_repeat,device,mean_ms,std_ms,median_ms,p95_ms,warmup_mean_ms,warmup_std_ms,abs_energy_diff_vs_e3nn,max_abs_force_diff_vs_e3nn
iso17,iso17,spice,19,e3nn_baseline,baseline,3,30,cuda,29.439117829315364,0.18516011768378968,29.403902939520776,29.79397246381268,111.84050639470418,39.82512213953704,0.0,8.344650268554688e-07
iso17,iso17,spice,19,e3nn_pair_full,full,3,30,cuda,48.11779333588978,0.23188633457141525,48.03883796557784,48.514455277472734,131.37897624013326,50.24471855567671,0.0,1.430511474609375e-06
