dataset,sample_id,modal,natoms,num_edges,avg_neighbors_directed,density_bucket,case,label_ko,runtime_patch,enable_flash,enable_pair_execution,requested_pair_policy,n_warmup,n_repeat,status,device,resolved_policy,timing_ms,mean_ms,std_ms,median_ms,p95_ms,warmup_mean_ms,warmup_std_ms,flashtp_baseline_ms,speedup_vs_flashtp_baseline,energy,abs_energy_diff_vs_baseline,max_abs_force_diff_vs_baseline,error_type,error_message
md22_buckyball_catcher,md22_buckyball-catcher_1114,spice,148,6872,46.432432432432435,large_dense,flashtp_baseline,FlashTP,none,True,False,none,3,1,ok,cuda,baseline,14.701574807986617,14.701574807986617,0.0,14.701574807986617,14.701574807986617,163.9366097127398,145.4776994709676,14.701574807986617,1.0,-124958.640625,0.0,1.9669532775878906e-06,,
md22_buckyball_catcher,md22_buckyball-catcher_1114,spice,148,6872,46.432432432432435,large_dense,flashtp_pair_full_current,FlashTP + 현재 pair full,none,True,True,full,3,1,ok,cuda,full,15.742555959150195,15.742555959150195,0.0,15.742555959150195,15.742555959150195,161.52438195422292,146.04865521550434,14.701574807986617,0.9338747053613922,-124958.640625,0.0,2.384185791015625e-06,,
md22_buckyball_catcher,md22_buckyball-catcher_1114,spice,148,6872,46.432432432432435,large_dense,flashtp_pair_weight_only,FlashTP + weight only,weight_only,True,True,full,3,1,ok,cuda,full,15.248101903125644,15.248101903125644,0.0,15.248101903125644,15.248101903125644,62.20447566981117,15.300926085505113,14.701574807986617,0.9641576965702862,-124958.640625,0.0,2.5033950805664062e-06,,
oc20_s2ef_val_ood_ads,OC20_S2EF_val_ood_ads__file_0071__config_1575,oc20,225,6686,29.715555555555557,large_sparse,flashtp_baseline,FlashTP,none,True,False,none,3,1,ok,cuda,baseline,15.967406099662185,15.967406099662185,0.0,15.967406099662185,15.967406099662185,62.174495620032154,15.499237216413677,15.967406099662185,1.0,-852.8583984375,0.0,8.940696716308594e-07,,
oc20_s2ef_val_ood_ads,OC20_S2EF_val_ood_ads__file_0071__config_1575,oc20,225,6686,29.715555555555557,large_sparse,flashtp_pair_full_current,FlashTP + 현재 pair full,none,True,True,full,3,1,ok,cuda,full,16.82370202615857,16.82370202615857,0.0,16.82370202615857,16.82370202615857,63.61618638038635,15.01486212805003,15.967406099662185,0.9491018133128509,-852.8583984375,0.0,1.6093254089355469e-06,,
oc20_s2ef_val_ood_ads,OC20_S2EF_val_ood_ads__file_0071__config_1575,oc20,225,6686,29.715555555555557,large_sparse,flashtp_pair_weight_only,FlashTP + weight only,weight_only,True,True,full,3,1,ok,cuda,full,16.774001996964216,16.774001996964216,0.0,16.774001996964216,16.774001996964216,63.78326169215143,15.321738794485134,15.967406099662185,0.9519139262384725,-852.8583984375,0.0,1.385807991027832e-06,,
