group,count,wins,win_rate,mean_speedup,median_speedup,std_speedup
num_edges >= 3000,20,18,0.9,1.0207560854291222,1.0136070972842148,0.02101746096369189
num_edges < 3000,11,0,0.0,0.627179245004719,0.6134435095738313,0.030030723334803434
avg_neighbors_directed >= 40,17,16,0.9411764705882353,1.0170018318417648,1.0132306168861431,0.016014804800272824
avg_neighbors_directed < 40,14,2,0.14285714285714285,0.7160758758803112,0.6203716438862843,0.17288825863773427
large_dense,17,16,0.9411764705882353,1.0170018318417648,1.0132306168861431,0.016014804800272824
large_sparse,3,2,0.6666666666666666,1.0420301890908157,1.0528988374919184,0.030969060743303713
small_sparse,11,0,0.0,0.627179245004719,0.6134435095738313,0.030030723334803434
