dataset,sample_id,natoms,modal,loader,category,source_kind,local_path,num_edges,num_pairs,avg_neighbors_directed,pair_reuse_factor,reverse_pair_fraction,baseline_edge_embedding_evals,pair_edge_embedding_evals,baseline_weight_nn_rows_total,pair_weight_nn_rows_total,baseline_tp_rows_total,pair_tp_rows_total,baseline_scatter_rows_total,pair_scatter_rows_total,density_bucket
omol25_train_4m,OMol25_train_4M_data0016_18415,350,omol25_low,colabfit,molecular,hf,/home/wise/minchang/DenseMLIP/SevenNet/datasets/raw/hf/omol25_train_4m,19152,9576,54.72,2.0,1.0,19152,9576,95760,47880,95760,95760,95760,95760,large_dense
