dataset,sample_id,modal,natoms,case,repeat_idx,edge_length_norm_ms,edge_length_norm_ms_load,radial_basis_ms,radial_basis_ms_load,cutoff_ms,cutoff_ms_load,radial_combine_ms,radial_combine_ms_load,spherical_harmonics_ms,spherical_harmonics_ms_load,pair_expand_ms,pair_expand_ms_load,conv_weight_nn_ms,conv_weight_nn_ms_load,pair_indexing_ms,pair_indexing_ms_load,conv_src_gather_ms,conv_src_gather_ms_load,conv_filter_gather_ms,conv_filter_gather_ms_load,conv_message_tp_ms,conv_message_tp_ms_load,flash_fused_conv_ms,flash_fused_conv_ms_load,conv_aggregation_ms,conv_aggregation_ms_load,conv_denominator_ms,conv_denominator_ms_load,top_input_embedding_ms,top_input_embedding_ms_load,top_interaction_other_ms,top_interaction_other_ms_load,top_readout_ms,top_readout_ms_load,top_force_output_ms,top_force_output_ms_load,model_total_ms,model_total_ms_load,other_ms,other_ms_load
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_baseline,0,0.027581118047237396,10738.0,0.04501594230532646,10738.0,0.09140395559370518,10738.0,0.010183779522776604,85904.0,0.3201328217983246,10738.0,0.0,0.0,0.8295245934277773,53690.0,0.0,0.0,0.3087709192186594,53690.0,0.0,0.0,74.68040916137397,53690.0,0.0,0.0,2.207827288657427,53690.0,0.08434383198618889,0.0,1.085237367078662,0.0,61.050059739500284,0.0,2.799508161842823,0.0,140.70136100053787,0.0,285.1456340868026,0.0,78.40060559101403,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_baseline,1,0.042084138840436935,10738.0,0.04994706250727177,10738.0,0.09179487824440002,10738.0,0.010111834853887558,85904.0,0.3189339768141508,10738.0,0.0,0.0,0.8066392038017511,53690.0,0.0,0.0,0.3081460017710924,53690.0,0.0,0.0,75.03414317034185,53690.0,0.0,0.0,2.2005182690918446,53690.0,0.08529401384294033,0.0,1.1028051376342773,0.0,60.966163873672485,0.0,2.79227620922029,0.0,140.80819999799132,0.0,285.5021001305431,0.0,78.72272795066237,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_baseline,2,0.025686807930469513,10738.0,0.04116306081414223,10738.0,0.08282414637506008,10738.0,0.009162118658423424,85904.0,0.28961990028619766,10738.0,0.0,0.0,0.8141438011080027,53690.0,0.0,0.0,0.31378166750073433,53690.0,0.0,0.0,74.5368842035532,53690.0,0.0,0.0,2.207521814852953,53690.0,0.0862819142639637,0.0,0.9652168955653906,0.0,61.450493754819036,0.0,2.784443786367774,0.0,140.68758091889322,0.0,285.1735728327185,0.0,78.25592532753944,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_baseline,3,0.026863999664783478,10738.0,0.04087085835635662,10738.0,0.08147000335156918,10738.0,0.00896817073225975,85904.0,0.36872783675789833,10738.0,0.0,0.0,0.8063279092311859,53690.0,0.0,0.0,0.3143618814647198,53690.0,0.0,0.0,75.10240096598864,53690.0,0.0,0.0,2.203498501330614,53690.0,0.08408678695559502,0.0,0.9848871268332005,0.0,61.47940340451896,0.0,2.8386798221617937,0.0,140.75545710511506,0.0,285.9854740090668,0.0,78.80409806966782,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_baseline,4,0.02900790423154831,10738.0,0.0519889872521162,10738.0,0.09334878996014595,10738.0,0.009987037628889084,85904.0,0.3251850139349699,10738.0,0.0,0.0,0.8157091215252876,53690.0,0.0,0.0,0.31242426484823227,53690.0,0.0,0.0,74.87716199830174,53690.0,0.0,0.0,2.2384219337254763,53690.0,0.08763116784393787,0.0,1.108960947021842,0.0,61.04001356288791,0.0,2.7975027915090322,0.0,140.69054811261594,0.0,285.37661815062165,0.0,78.62913655117154,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_pair_full,0,0.022845109924674034,5369.0,0.04425691440701485,5369.0,0.09196298196911812,5369.0,0.009648967534303665,42952.0,0.3187840338796377,5369.0,0.08525792509317398,381199.0,0.6465609185397625,26845.0,0.6091347895562649,134225.0,0.28916774317622185,53690.0,0.08853594772517681,53690.0,18.532516434788704,53690.0,0.0,0.0,2.5551659055054188,53690.0,0.06557791493833065,0.0,1.1030114255845547,0.0,61.35943438857794,0.0,2.7810761239379644,0.0,133.72452300973237,0.0,223.91778184100986,0.0,23.706424282863736,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_pair_full,1,0.0217510387301445,5369.0,0.04448089748620987,5369.0,0.09357207454741001,5369.0,0.009658047929406166,42952.0,0.32019498758018017,5369.0,0.08696271106600761,381199.0,0.6220641080290079,26845.0,0.6132919806987047,134225.0,0.2983817830681801,53690.0,0.09169382974505424,53690.0,18.770773196592927,53690.0,0.0,0.0,2.5619652587920427,53690.0,0.06796792149543762,0.0,1.0948460549116135,0.0,61.515199951827526,0.0,2.8282147832214832,0.0,133.68636392988265,0.0,224.30304414592683,0.0,23.944445652887225,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_pair_full,2,0.02262694761157036,5369.0,0.044629909098148346,5369.0,0.09310198947787285,5369.0,0.009749084711074829,42952.0,0.31054788269102573,5369.0,0.08732685819268227,381199.0,0.6353522185236216,26845.0,0.6112484261393547,134225.0,0.2910380717366934,53690.0,0.09091733954846859,53690.0,18.599033588543534,53690.0,0.0,0.0,2.563460497185588,53690.0,0.06564706563949585,0.0,1.087085111066699,0.0,61.37716630473733,0.0,2.802551258355379,0.0,133.80458508618176,0.0,224.07013503834605,0.0,23.773305118083954,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_pair_full,3,0.020598992705345154,5369.0,0.040114857256412506,5369.0,0.08624792098999023,5369.0,0.008999835699796677,42952.0,0.2939698752015829,5369.0,0.0794560182839632,381199.0,0.6403340958058834,26845.0,0.6141371559351683,134225.0,0.29055820778012276,53690.0,0.08952897042036057,53690.0,18.54590023867786,53690.0,0.0,0.0,2.5604693219065666,53690.0,0.06563798524439335,0.0,0.9751766920089722,0.0,61.667321249842644,0.0,2.799231093376875,0.0,133.68657580576837,0.0,224.05782202258706,0.0,23.75506516546011,0.0
oc20_s2ef_train_2m,frame27,oc20,225,e3nn_pair_full,4,0.02064392901957035,5369.0,0.04635285586118698,5369.0,0.08433382026851177,5369.0,0.008850125595927238,42952.0,0.2931330818682909,5369.0,0.08354103192687035,381199.0,0.6334499921649694,26845.0,0.6177318282425404,134225.0,0.3000155556946993,53690.0,0.08989102207124233,53690.0,18.825077917426825,53690.0,0.0,0.0,2.568001626059413,53690.0,0.06661214865744114,0.0,0.9754062630236149,0.0,61.34368618950248,0.0,2.797340974211693,0.0,133.74343398027122,0.0,224.08812795765698,0.0,24.048529798164964,0.0
